COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_TO_OTHERS_EXPENSE,OFFICE_EXPENSE,PERSONAL_SUSTENANCE_EXPENSE,PUBLIC_EDUCATION_EXPENSE,OTHER_EXPENSES,TOTAL_EXPENSES,CLIENT_ID,CLIENT_NAME,CREATED_DATE
1139665933,10/01/2018,12/31/2018,6561,RICHARD,,TOTH,0.00,0.00,0.00,0.00,0.00,75.00,1965511253,CKK INVESTMENT INC.,01/08/2019
976889367,04/01/2017,06/30/2017,4683,LAURIE,T,JONES,0.00,0.00,167.00,0.00,0.00,167.00,2375936630,TARGET CORPORATION,07/13/2017
3486154738,07/01/2018,09/30/2018,8961,GLEN,,GRIMM,0.00,0.00,0.00,0.00,0.00,23.58,1656644392,"EXELON GENERATION COMPANY, LLC",10/17/2018
1944740605,04/01/2016,06/30/2016,3836,JOHN,A,DOERRER,0.00,222.00,0.00,0.00,222.00,222.00,2781429364,AMERICAN PETROLEUM INSTITUTE,07/12/2016
3482357642,10/01/2012,12/31/2012,3836,JOHN,A,DOERRER,0.00,164.00,0.00,0.00,164.00,164.00,3510649125,DISTILLED SPIRITS COUNCIL OF UNITED STATES,01/08/2013
2259972185,10/01/2013,12/31/2013,3836,JOHN,A,DOERRER,0.00,60.00,0.00,0.00,60.00,60.00,1703096772,MCDONALD'S CORPORATION,01/09/2014
3852285533,07/01/2013,09/30/2013,8861,JAMES,,LODGE,0.00,0.00,400.00,0.00,0.00,400.00,2868905744,DIGITAL SANDBOX,10/23/2013
2641140340,07/01/2015,09/30/2015,4273,JACK,L,PARRINO,0.00,0.00,0.00,0.00,0.00,19.45,3054141104,SURFACE SOLUTIONS GROUP,10/13/2015
1279141664,07/01/2019,09/30/2019,4333,CLINT,V,BROWN,0.00,135.00,0.00,0.00,135.00,135.00,2763434576,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,09/30/2019
3958632095,10/01/2013,12/31/2013,4096,LAWRENCE,F,PUSATERI,0.00,0.00,0.00,0.00,0.00,35.00,268332986,MADO HEALTHCARE CENTER,01/15/2014
2561260577,01/01/2017,03/31/2017,4089,JAMES,D,RICE,0.00,0.00,50.00,0.00,0.00,50.00,277489073,RICE FINANCIAL PRODUCTS COMPANY,03/31/2017
351230104,10/01/2013,12/31/2013,4076,WILLIAM,G,DICKETT,0.00,0.00,0.00,0.00,0.00,5.25,3236441939,COMMUTER RAIL DIVISON OF THE RTA (METRA),01/21/2014
1789597686,07/01/2013,09/30/2013,3793,JOHN,,THEISEN,0.00,0.00,0.00,0.00,0.00,100.00,1124614742,"NEW MOMS, INC",10/08/2013
2144588448,04/01/2019,06/30/2019,4195,TIMOTHY,K.,HINCHMAN,0.00,0.00,0.00,0.00,0.00,53.50,1247532477,MCDONALD'S CORPORATION,06/24/2019
4238848473,01/01/2013,03/31/2013,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,4241.25,1152415168,CITY COLLEGES OF CHICAGO,04/18/2013
2664456308,07/01/2013,09/30/2013,4195,TIMOTHY,K.,HINCHMAN,4650.00,0.00,0.00,0.00,0.00,4678.06,2417311969,MCDONALD'S CORPORATION,10/01/2013
3571372028,10/01/2013,12/31/2013,4371,JESSICA,M,SCHRAMM,0.00,0.00,0.00,0.00,0.00,330.21,816122881,WINEHOUSE D/B/A BERKELEY LLC,01/15/2014
1117018138,10/01/2013,12/31/2013,4096,LAWRENCE,F,PUSATERI,0.00,0.00,0.00,0.00,0.00,100.00,3446971204,"MARK IV REALTY GROUP, INC",01/15/2014
3528369454,07/01/2014,09/30/2014,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,225.00,569353699,G&A CONSTRUCTION,01/12/2015
3123939886,10/01/2017,12/31/2017,15261,FRANK,C,BOSCO,0.00,0.00,251.09,0.00,0.00,251.09,1570551163,THERMO FISHER SCIENTIFIC,01/17/2018
3190719816,01/01/2012,06/30/2012,4224,BARBARA,,ROBERTS,0.00,0.00,695.00,0.00,0.00,695.00,1084676617,XEROX BUSINESS SERVICES LLC,08/22/2012
2763136651,04/01/2015,06/30/2015,5127,PAT,,DOERR,0.00,0.00,0.00,100.00,0.00,275.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,07/20/2015
259365306,04/01/2013,06/30/2013,3827,MARGARET,M,TINUCCI,0.00,0.00,0.00,0.00,0.00,100.00,3086964569,INTERFAITH HOUSING DEVELOPMENT CORPORATION,07/17/2013
2440429876,07/01/2018,09/30/2018,16002,RICHARD,,VELAZQUEZ,0.00,0.00,0.00,0.00,0.00,75.00,875209509,"MIDWAY MOVING & STORAGE, INC.",11/30/2018
2999640672,01/01/2015,03/31/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,0.00,0.00,0.00,50.00,1666535431,"OPTIMA CENTER CHICAGO II, LLC",01/27/2016
492203033,01/01/2016,03/31/2016,9082,JOSEPH,E,PILEWSKI,0.00,0.00,44.03,0.00,0.00,44.03,2806544094,LAKESHORE BEVERAGE,10/18/2016
3473073763,01/01/2014,03/31/2014,3996,DONOVAN,W,PEPPER,2500.00,0.00,250.00,0.00,0.00,3000.00,3747438516,WALGREEN CO.,04/09/2014
894079454,01/01/2019,03/31/2019,11701,MICHAEL,,SYNOWIECKI,0.00,75.00,0.00,0.00,75.00,75.00,3699287249,VAPOR TECHNOLOGY ASSOCIATION,12/12/2019
4205044484,04/01/2018,06/30/2018,12261,BRIAN,,WYNNE,0.00,0.00,78.58,0.00,0.00,78.58,2044198427,MORGAN STANLEY & CO. LLC,07/19/2018
301224971,01/01/2013,03/31/2013,4157,BRIDGET,M,O'KEEFE,0.00,0.00,0.00,0.00,0.00,28.00,1775638080,RALPH'S GROCERY CO.,12/23/2013
638702427,01/01/2013,03/31/2013,3827,MARGARET,M,TINUCCI,0.00,0.00,0.00,0.00,0.00,200.00,3090204595,NEW PISGAH BAPTIST CHURCH,04/19/2013
2550206780,04/01/2014,06/30/2014,4110,WILLIAM,K,THOMPSON,0.00,0.00,500.00,0.00,0.00,500.00,2983643587,RAYMOND JAMES,07/22/2014
769045087,04/01/2015,06/30/2015,4273,JACK,L,PARRINO,0.00,0.00,0.00,0.00,0.00,140.00,3054141104,SURFACE SOLUTIONS GROUP,07/21/2015
1165421001,01/01/2015,03/31/2015,3876,V. LARA,,DELEONE,0.00,0.00,48.00,0.00,0.00,48.00,2808135769,KEYBANK NATIONAL ASSOCIATION,04/14/2015
1240353818,07/01/2012,09/30/2012,4273,JACK,,PARRINO,0.00,0.00,0.00,0.00,0.00,7.25,2365594634,JOHN V. AND EILEEN FREGA FAMILY LTD. PARTNERSHIP,10/16/2012
174454810,10/01/2017,12/31/2017,19184,BRIDGET,,SHEEHAN,0.00,0.00,39.65,0.00,0.00,39.65,4135737649,"MOBILITIE, LLC",01/15/2018
1952192097,01/01/2014,03/31/2014,3836,JOHN,A,DOERRER,0.00,64.00,0.00,0.00,64.00,64.00,3208038596,IPT LLC,07/03/2014
3823362904,01/01/2014,03/31/2014,4330,MARINA,Y,FAZ-HUPPERT,0.00,0.00,150.00,0.00,0.00,150.00,3538227539,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,04/28/2014
2047530913,04/01/2018,06/30/2018,3782,MARA,S,GEORGES,0.00,0.00,0.00,0.00,0.00,75.00,2147980706,AT&T,01/08/2019
209484815,07/01/2014,09/30/2014,3996,DONOVAN,W,PEPPER,15000.00,0.00,500.00,0.00,0.00,15750.00,3747438516,WALGREEN CO.,10/10/2014
792078418,01/01/2019,03/31/2019,19481,BRUCE,,MILLIGAN,0.00,0.00,241.13,0.00,0.00,241.13,872878599,"AUTODESK, INC.",04/03/2019
522577284,07/01/2012,09/30/2012,5103,RICHARD,J,HAMILTON,0.00,0.00,200.00,0.00,0.00,200.00,2765401211,XEROX BUSINESS SERVICES LLC,10/31/2012
537053301,01/01/2013,03/31/2013,7043,STEPHEN,R,PATTERSON,0.00,75.00,0.00,0.00,75.00,75.00,3120513753,BARR BRANDS INTERNATIONAL,04/16/2013
598290255,01/01/2013,03/31/2013,3972,ANNA,E,KIMSEY,0.00,130.00,1243.50,0.00,130.00,1373.50,2887962564,"THINK THROUGH LEARNING, INC.",07/19/2013
3010458628,01/01/2018,03/31/2018,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,5230.55,2258993846,"ALLOY PROPERTY COMPANY, LLC",07/16/2018
599538687,10/01/2018,12/31/2018,19481,BRUCE,,MILLIGAN,0.00,0.00,1568.20,0.00,0.00,1568.20,872878599,"AUTODESK, INC.",01/17/2019
1500034813,01/01/2019,03/31/2019,22203,JIM,,LAZARSKI,0.00,0.00,294.43,0.00,0.00,294.43,413645007,CONDUENT INCORPORATED,04/26/2019
1045082075,07/01/2019,09/30/2019,15981,DAN,,LOPEZ,0.00,0.00,122.17,0.00,0.00,122.17,228699173,BEST BUY,10/14/2019
3811264478,04/01/2017,06/30/2017,19002,NICK,,FTIKAS,0.00,75.00,0.00,0.00,75.00,75.00,3858488009,1355 N MILWAUKEE ENTERPRISES LLC C/O JAMES SEIDENBERG,07/20/2017
4283029578,01/01/2012,06/30/2012,3950,DAN,,ROMITO,0.00,0.00,0.00,0.00,0.00,200.00,3446971204,"MARK IV REALTY GROUP, INC",08/29/2012
2103366923,01/01/2019,03/31/2019,5127,PAT,,DOERR,100.00,150.00,140.00,50.00,150.00,565.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,04/22/2019
3737338971,07/01/2017,09/30/2017,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,250.00,2037841613,CONCORD SHERIDAN LP,10/18/2017
730021515,01/01/2012,06/30/2012,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,127.24,2260278038,"LINCOLN, ASHLAND @ BELMONT LLC",08/07/2012
2440429876,07/01/2018,09/30/2018,6561,RICHARD,,TOTH,0.00,0.00,0.00,0.00,0.00,75.00,1965511253,CKK INVESTMENT INC.,10/10/2018
1939878256,07/01/2013,09/30/2013,9082,JOSEPH,E,PILEWSKI,0.00,107.59,0.00,0.00,107.59,107.59,1349127361,LORETTO HOSPITAL,11/07/2013
3894912209,07/01/2014,09/30/2014,6082,ELIZABETH,,KREGOR,0.00,0.00,2.00,178.18,0.00,180.18,2490530338,INSTITUTE FOR JUSTICE,10/20/2014
4287680145,01/01/2013,03/31/2013,3949,KANA,,WIBBENMEYER,0.00,200.00,150.00,150.00,200.00,600.00,3429340646,LOYOLA UNIVERSITY CHICAGO,04/16/2013
3032030978,10/01/2014,12/31/2014,4330,MARINA,Y,FAZ-HUPPERT,0.00,0.00,50.00,0.00,0.00,50.00,3538227539,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,01/09/2015
909526772,04/01/2015,06/30/2015,5481,ANITA,B,MAURO,0.00,0.00,0.00,0.00,0.00,43.61,148851252,NORTH COMMUNITY BANK,07/14/2015
2040717374,01/01/2014,03/31/2014,3752,MITCHELL,A,CARRELL,0.00,25.00,0.00,0.00,25.00,75.00,1666535431,"OPTIMA CENTER CHICAGO II, LLC",11/17/2014
1275602942,10/01/2019,12/31/2019,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,75.00,2102758611,"SARATOGA DEWITT, LLC",01/16/2020
1227655417,07/01/2016,09/30/2016,13621,ARTHUR,,WILHELMI,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,10/12/2016
1830557325,04/01/2018,06/30/2018,16801,YUHONG,A,ZHANG,0.00,0.00,141.83,0.00,0.00,141.83,3255146644,AMERICAN AIRLINES,07/16/2018
3427220410,04/01/2013,06/30/2013,4228,NEAL,H,ATTERMANN,0.00,0.00,685.05,0.00,0.00,685.05,2752920525,CITIGROUP GLOBAL MARKETS INC.,07/17/2013
3907198552,07/01/2017,09/30/2017,3836,JOHN,A,DOERRER,0.00,76.00,0.00,0.00,76.00,76.00,864277021,VIA TRANSPORTATION INC,10/04/2017
523255396,07/01/2017,09/30/2017,16081,ALLISON,,SCHRAUB,0.00,0.00,3.41,0.00,0.00,3.41,1386618973,"AIRBNB, INC.",10/18/2017
784715694,10/01/2013,12/31/2013,7003,KEN,,DUNKIN,0.00,0.00,750.00,0.00,0.00,750.00,2879003802,SINGLE ROOM HOUSING ASSISTANCE CORP,01/29/2014
3604448129,04/01/2019,06/30/2019,19481,BRUCE,,MILLIGAN,0.00,54.44,0.00,0.00,54.44,54.44,872878599,"AUTODESK, INC.",07/10/2019
2097378703,04/01/2018,06/30/2018,3752,MITCHELL,A,CARREL,0.00,0.00,35.00,0.00,0.00,35.00,1290040854,"GREYHOUND LINES, INC.",12/04/2018
369168486,07/01/2012,09/30/2012,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,1477.90,1152415168,CITY COLLEGES OF CHICAGO,11/05/2012
1402431156,10/01/2018,12/31/2018,9082,JOSEPH,E,PILEWSKI,0.00,0.00,45.44,0.00,0.00,45.44,319941043,CHICAGO AND MIDWEST REGIONAL JOINT BOARD - WORKERS UNITED,01/15/2019
3210647697,01/01/2016,03/31/2016,13761,MICHAEL,,AXELROD,0.00,0.00,703.00,0.00,0.00,703.00,932792605,PHILIPS LIGHTING NORTH AMERICA CORP,12/09/2016
2057886836,07/01/2014,09/30/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,136.10,2383919378,SOUTH STREET CAPITAL,10/07/2014
3018983420,01/01/2012,06/30/2012,4273,JACK,,PARRINO,0.00,0.00,0.00,0.00,0.00,75.00,351283011,"BEYOND THE IVY, INC",08/24/2012
980677961,07/01/2014,09/30/2014,9281,MARTY,,SMALL,0.00,0.00,250.00,0.00,0.00,400.00,3381439449,AST CORPORATION,09/30/2014
1104575707,04/01/2014,06/30/2014,4683,LAURIE,T,JONES,0.00,0.00,122.94,0.00,0.00,122.94,1065696572,TARGET CORPORATION,07/10/2014
2267520323,01/01/2019,03/31/2019,16643,SAMUEL,,FRANKLIN,0.00,0.00,40.00,0.00,0.00,40.00,2723655450,CROWN CASTLE,04/11/2019
2370643754,01/01/2019,03/31/2019,3836,JOHN,A,DOERRER,0.00,39.00,0.00,0.00,39.00,39.00,563961300,AMERICAN PETROLIUM INSTITUTE,04/01/2019
3529276076,07/01/2015,09/30/2015,3996,DONOVAN,W,PEPPER,15000.00,0.00,100.00,0.00,0.00,15225.00,3747438516,WALGREEN CO.,10/06/2015
4109483175,10/01/2015,12/31/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,25.00,0.00,0.00,25.00,3455573396,"SHEFFIELD PROPERTIES OF ILLINOIS, INC",01/27/2016
623695808,07/01/2019,09/30/2019,15261,FRANK,C,BOSCO,0.00,0.00,1948.68,0.00,0.00,1948.68,1570551163,THERMO FISHER SCIENTIFIC,10/16/2019
427995403,01/01/2013,03/31/2013,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,5300.37,2459016338,BRIDGEVIEW BANK & TRUST,04/18/2013
1325878188,10/01/2016,12/31/2016,14042,TRACEY,,HESTER,0.00,0.00,0.00,27.46,0.00,27.46,615118324,TARGET CORPORATION,01/17/2017
210459195,10/01/2016,12/31/2016,14301,MICHAEL,T,DEBONVILLE,0.00,63.52,755.87,0.00,63.52,819.39,3251800802,"CAR2GO N.A., LLC",01/06/2017
1580824303,01/01/2012,06/30/2012,4095,WAYNE,,MAGDZIARZ,0.00,200.00,150.00,150.00,200.00,600.00,3429340646,LOYOLA UNIVERSITY CHICAGO,08/29/2012
268867120,04/01/2014,06/30/2014,9802,SHARNETTE,,BROWN,0.00,0.00,0.00,0.00,0.00,250.00,569353699,G&A CONSTRUCTION,10/14/2014
3208921389,07/01/2018,09/30/2018,15501,DAVID,M.,GROSS,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,10/16/2018
2183985120,01/01/2018,03/31/2018,20083,DOMINIC,,LOVERDE,0.00,0.00,113.87,0.00,0.00,113.87,3251800802,"CAR2GO N.A., LLC",04/17/2018
2196993499,04/01/2014,06/30/2014,5361,JAY,,BEASLEY,0.00,0.00,962.77,423.40,0.00,1386.17,2937688769,CONSTELLATION ENERGY GROUP,07/17/2014
1728527307,04/01/2013,06/30/2013,3836,JOHN,A,DOERRER,0.00,40.00,0.00,0.00,40.00,40.00,1703096772,MCDONALD'S CORPORATION,07/11/2013
4120938770,04/01/2014,06/30/2014,4825,JEFFREY,,SCRUGGS,0.00,0.00,505.50,0.00,0.00,505.50,1588753313,"GOLDMAN, SACHS & CO",07/07/2014
3218301072,07/01/2014,09/30/2014,6961,SARAH,,CALDER,0.00,0.00,0.00,0.00,0.00,250.00,385079875,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,10/14/2014
3208921389,07/01/2018,09/30/2018,22221,LUIS,A.,ANDRADE,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,10/16/2018
130213311,04/01/2014,06/30/2014,4273,JACK,L,PARRINO,0.00,0.00,0.00,0.00,0.00,258.00,3054141104,SURFACE SOLUTIONS GROUP,07/15/2014
2106775993,07/01/2017,09/30/2017,19001,SARA,,BARNES,0.00,75.00,0.00,0.00,75.00,75.00,246557159,SALLY ARUNDELL & NATHAN ANDERSON,10/20/2017
3524029371,10/01/2015,12/31/2015,4333,CLINT,V,BROWN,0.00,202.00,0.00,0.00,202.00,202.00,1649744828,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,12/23/2015
3971498074,10/01/2019,12/31/2019,3836,JOHN,A,DOERRER,0.00,156.00,0.00,0.00,156.00,156.00,2448216192,LIMEBIKE,01/07/2020
894079454,01/01/2019,03/31/2019,11701,MICHAEL,,SYNOWIECKI,0.00,75.00,0.00,0.00,75.00,75.00,1027557521,AT&T ILLINOIS,12/12/2019
45916480,01/01/2012,06/30/2012,3836,JOHN,A,DOERRER,0.00,200.00,0.00,0.00,200.00,200.00,3378669065,MC DONALD'S CORP.,11/14/2012
4014015514,07/01/2016,09/30/2016,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,7500.00,3542676253,MCZ DEVELOPMENT,10/20/2016
3339358431,04/01/2014,06/30/2014,5127,PAT,,DOERR,100.00,0.00,0.00,0.00,0.00,600.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,07/20/2014
2281472510,10/01/2012,12/31/2012,4228,NEAL,H,ATTERMANN,0.00,0.00,492.95,0.00,0.00,492.95,2752920525,CITIGROUP GLOBAL MARKETS INC.,01/17/2013
3503573864,01/01/2012,06/30/2012,4096,LAWRENCE,F,PUSATERI,0.00,0.00,0.00,0.00,0.00,25.00,1124614742,"NEW MOMS, INC",08/23/2012
3267787991,01/01/2018,03/31/2018,6082,ELIZABETH,,KREGOR,513.90,849.55,28.25,143.35,849.55,1535.05,3938899747,INSTITUTE FOR JUSTICE,04/16/2018
3821026020,07/01/2018,09/30/2018,3836,JOHN,A,DOERRER,0.00,180.00,0.00,0.00,180.00,180.00,2336378373,CHICAGO RETAIL MERCHANTS ASSOC.,10/04/2018
3965226255,01/01/2014,03/31/2014,8301,JAMES,L,OAKLEY,0.00,0.00,0.00,0.00,0.00,75.00,3040050462,"POONJA, ALI & FAISAL",04/16/2014
4065620999,01/01/2019,03/31/2019,10921,WILLIAM,,O'DONAGHUE,0.00,200.00,0.00,0.00,200.00,200.00,692762158,"CANTINA CHICAGO, LLC",10/25/2019
3120876881,10/01/2013,12/31/2013,4187,JAMES,,HENN,0.00,0.00,179.91,0.00,0.00,179.91,1309831684,"BARCLAYS CAPITAL, INC.",01/17/2014
244736274,01/01/2014,03/31/2014,4371,JESSICA,M,SCHRAMM,0.00,0.00,0.00,0.00,0.00,137.72,2060234330,MIDDLEFORK DEVELOPMENT LLC,07/31/2014
3155043681,01/01/2017,03/31/2017,3836,JOHN,A,DOERRER,0.00,114.00,0.00,0.00,114.00,114.00,563961300,AMERICAN PETROLIUM INSTITUTE,08/07/2017
1597523788,07/01/2012,09/30/2012,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,2137.50,1831312192,FIRST UNITED METHODIST CHURCH OF CHICAGO AID SOCIETY,11/05/2012
3651794671,07/01/2015,09/30/2015,4826,FREDA,,WANG,0.00,0.00,1117.28,0.00,0.00,1117.28,1588753313,"GOLDMAN, SACHS & CO",10/16/2015
3766149969,04/01/2013,06/30/2013,4096,LAWRENCE,F,PUSATERI,0.00,0.00,0.00,0.00,0.00,225.00,1124614742,"NEW MOMS, INC",10/18/2013
3974678987,07/01/2012,09/30/2012,4195,TIMOTHY,K,HINCHMAN,7291.25,0.00,0.00,0.00,0.00,7406.00,3974369108,MC DONALD'S CORP.,09/26/2012
695926818,04/01/2013,06/30/2013,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,320.25,3506719514,SWEDISH COVENANT HOSPITAL,07/11/2013
1950772120,07/01/2012,09/30/2012,3853,MARGARET,A,VAUGHN,4000.00,0.00,0.00,0.00,0.00,4000.00,1094251116,NORTHERN IL FIRE SPRINKLER ADVISORY BOARD,10/23/2012
1554804971,01/01/2012,06/30/2012,3986,RICHARD,,WENDY,0.00,0.00,0.00,0.00,0.00,50.00,1796746817,"747 N. WABASH AVE. APARTMENTS INVESTORS, LLC",08/24/2012
1919242905,01/01/2018,03/31/2018,10921,WILLIAM,,O'DONAGHUE,0.00,0.00,0.00,0.00,0.00,173.20,133845975,DANIEL IVANKOVICH,11/30/2018
1933000910,07/01/2014,09/30/2014,9082,JOSEPH,E,PILEWSKI,0.00,0.00,95.55,0.00,0.00,590.78,1349127361,LORETTO HOSPITAL,09/30/2014
90791445,04/01/2013,06/30/2013,3827,MARGARET,M,TINUCCI,0.00,0.00,0.00,0.00,0.00,400.00,1058482006,ROSENWALD COURT APARTMENTS,07/17/2013
3099824776,01/01/2018,03/31/2018,14042,TRACEY,,HESTER,0.00,0.00,126.00,0.00,0.00,126.00,329021446,TARGET CORPORATION,03/29/2018
938765175,07/01/2017,09/30/2017,3996,DONOVAN,W,PEPPER,15000.00,0.00,250.00,0.00,0.00,15500.00,1892692153,WALGREEN CO.,10/16/2017
2117258275,04/01/2015,06/30/2015,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,15.70,2029298624,KINZIE REAL ESTATE GROUP,07/14/2015
664896078,04/01/2015,06/30/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,40.00,0.00,0.00,65.00,3564044743,LARAMAR KONA REAL ESTATE ASSOCIATES LLC,01/27/2016
1844571614,07/01/2018,09/30/2018,14301,MICHAEL,T,DEBONVILLE,21000.00,0.00,388.05,0.00,0.00,21388.05,3206749539,"CAR2GO N.A., LLC",10/16/2018
2211412543,04/01/2015,06/30/2015,5107,MARLOW,H.,COLVIN,0.00,0.00,46.72,0.00,0.00,46.72,1797658830,COMED,07/09/2015
2151450227,10/01/2014,12/31/2014,9802,SHARNETTE,,BROWN,0.00,0.00,0.00,0.00,0.00,250.00,569353699,G&A CONSTRUCTION,01/08/2015
614195538,01/01/2019,03/31/2019,15261,FRANK,C,BOSCO,0.00,0.00,506.73,0.00,0.00,506.73,1570551163,THERMO FISHER SCIENTIFIC,04/18/2019
3971498074,10/01/2019,12/31/2019,3836,JOHN,A,DOERRER,0.00,156.00,0.00,0.00,156.00,156.00,864277021,VIA TRANSPORTATION INC,01/07/2020
2003439880,04/01/2019,06/30/2019,15501,DAVID,M.,GROSS,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,07/03/2019
2106775993,07/01/2017,09/30/2017,19001,SARA,,BARNES,0.00,75.00,0.00,0.00,75.00,75.00,2555522122,WELLINGTON DEVELOPMENT LLC C/O BOB MANGAN,10/20/2017
3756518897,07/01/2014,09/30/2014,4196,ELVIN,E,CHARITY,0.00,1150.00,0.00,0.00,1150.00,1150.00,3304786455,"CHICAGO NEIGHBORHOOD INITIATIVES, INC.",10/29/2014
3935462008,01/01/2012,06/30/2012,3880,KATHLEEN,,BOYLE,0.00,0.00,6.00,0.00,0.00,6.00,2557815985,"GENERAL GROWTH PROPERTIES, INC",08/03/2012
2710467083,01/01/2013,03/31/2013,3736,CLINTON,P,HANSEN,0.00,0.00,0.00,0.00,0.00,75.00,82770502,"LOU MITCHELL'S EXPRESS, INC",07/03/2013
3252893887,07/01/2012,09/30/2012,4825,JEFFREY,,SCRUGGS,0.00,0.00,674.58,0.00,0.00,674.58,1588753313,"GOLDMAN, SACHS & CO",10/19/2012
2106775993,07/01/2017,09/30/2017,19002,NICK,,FTIKAS,0.00,75.00,0.00,0.00,75.00,75.00,2078902546,MICHAEL LERNER 1741 N WESTERN AVE ACQUISITIONS LLC,10/20/2017
1044188365,04/01/2019,06/30/2019,21701,MIKE,,CUNNINGHAM,0.00,0.00,350.00,0.00,0.00,350.00,2723655450,CROWN CASTLE,06/26/2019
209258339,04/01/2019,06/30/2019,4082,THOMAS,E,LIVINGSTON,0.00,500.00,0.00,100.00,500.00,600.00,3994750450,CSX CORPORATION,06/30/2019
4109543814,04/01/2016,06/30/2016,4333,CLINT,V,BROWN,0.00,153.00,0.00,0.00,153.00,153.00,3538227539,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,07/12/2016
2251825675,10/01/2017,12/31/2017,3752,MITCHELL,A,CARREL,0.00,0.00,40.00,0.00,0.00,55.00,534590604,MERIDIAN REALTY ADVISORS,01/16/2018
2710467083,01/01/2013,03/31/2013,4273,JACK,L,PARRINO,0.00,0.00,0.00,0.00,0.00,75.00,4218300569,"MB FINANCIAL BANK, N.A.",09/18/2013
862839747,01/01/2015,03/31/2015,8301,JAMES,L,OAKLEY,0.00,0.00,0.00,0.00,0.00,75.00,3040050462,"POONJA, ALI & FAISAL",04/16/2015
3019837608,10/01/2014,12/31/2014,3752,MITCHELL,A,CARRELL,0.00,0.00,25.00,0.00,0.00,25.00,674200899,PRISM DEVELOPMENT COMPANY,01/23/2015
677727700,10/01/2018,12/31/2018,23081,ROBERT,,DUNN,0.00,0.00,0.00,0.00,0.00,128.57,1834451300,LANDMARK DEVELOPMENT VI LLC,01/22/2019
3958632095,10/01/2013,12/31/2013,3827,MARGARET,M,TINUCCI,0.00,0.00,0.00,0.00,0.00,35.00,268332986,MADO HEALTHCARE CENTER,01/16/2014
455826249,10/01/2012,12/31/2012,3972,ANNA,,KIMSEY,0.00,75.00,0.00,0.00,75.00,75.00,625368692,"AGILE MIND EDUCATIONAL HOLDINGS, INC.",12/21/2012
3990158397,10/01/2014,12/31/2014,3959,B. JOHN,,BISIO,0.00,0.00,229.00,0.00,0.00,229.00,1258484110,"WAL-MART STORES, INC.",01/19/2015
3073912999,01/01/2019,03/31/2019,16561,PRASHANTHI,,RAMAN,0.00,0.00,200.00,0.00,0.00,200.00,3840922667,"LYFT, INC.",04/17/2019
832353967,07/01/2012,09/30/2012,4255,JOSEPH,E,PILEWSKI,0.00,0.00,74.00,0.00,0.00,396.00,1349127361,LORETTO HOSPITAL,10/22/2012
2197095212,10/01/2014,12/31/2014,5127,PAT,,DOERR,300.00,100.00,0.00,0.00,100.00,450.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,01/20/2015
4195020522,07/01/2012,09/30/2012,4115,ELIZABETH,,LIVELY,0.00,0.00,0.00,0.00,0.00,250.00,385079875,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,10/15/2012
2106775993,07/01/2017,09/30/2017,19002,NICK,,FTIKAS,0.00,75.00,0.00,0.00,75.00,75.00,105627783,ERRICO LLC C/O JERRY TUFANO & DARRIN MEHLERT,10/20/2017
