GIFT_ID,PERIOD_START,PERIOD_END,GIFT,RECIPIENT_FIRST_NAME,RECIPIENT_LAST_NAME,RECIPIENT_TITLE,VALUE,DEPARTMENT,LOBBYIST_ID,LOBBYIST_FIRSTNAME,LOBBYIST_LASTNAME,CREATED_DATE
3968155471,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,ROBERT,FIORETTI,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
830912746,10/01/2014,12/31/2014,FRUIT BOX,KARI,SABA,VP MANAGEMENT,19.96,CHICAGO HOUSING AUTHORITY,4096,LAWRENCE,PUSATERI,01/15/2015
802431761,07/01/2015,09/30/2015,LUNCH,PAT,DOWELL,3RD WARD,129.58,CITY COUNCIL / ALDERMEN,3895,JAMES,SULLIVAN,10/05/2015
1241168163,07/01/2017,09/30/2017,0,LISSA,CHRISTMAN,LOBBYIST,0.00,CITY COUNCIL / ALDERMEN,15661,LISSA,CHRISTMAN,10/16/2017
2130382189,07/01/2016,09/30/2016,NONE,JEFF,ROCK,VP ENFORCEMENT,0.00,FINANCE,13601,JEFF,ROCK,10/03/2016
1553656255,10/01/2012,12/31/2012,COOKIES,KATHLEEN,DICKHUT,DEP. COMM,35.00,HOUSING AND ECONOMIC DEVELOPMENT,4177,STEPHEN,FRIEDMAN,02/11/2013
548477039,01/01/2012,06/30/2012,LUNCH,JOANN,THOMPSON,ALDERMAN,41.00,CITY COUNCIL / ALDERMEN,4005,MARGARET,HOULIHAN,08/13/2012
2771076173,10/01/2012,12/31/2012,NA,NA,NA,NA,0.00,311 CITY SERVICES,4112,JOHN,BECKER,01/04/2013
2803370687,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,THOMAS,TUNNEY,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
1842254332,07/01/2014,09/30/2014,BOOK & NOTEBOOK AT YOUTH AMBASSADOR LUNCHEON 7/9/14,JOE,MORENO,ALD,35.00,CITY COUNCIL / ALDERMEN,3878,MICHAEL,GUERRA,10/15/2014
88893036,10/01/2017,12/31/2017,MEAL,MICHELLE,HARRIS,ALDERMAN,42.08,CITY COUNCIL / ALDERMEN,5107,MARLOW,COLVIN,01/04/2018
3037736625,04/01/2016,06/30/2016,0,ANTHONY,GUEST,POLITICAL COORDINATOOR,0.00,CITY COUNCIL / ALDERMEN,3750,ANTHONY,GUEST,06/30/2016
3383238069,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,RICHARD,MELL,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
862491639,07/01/2018,09/30/2018,0,NONE,NONE,NONE,0.00,BUILDINGS,3979,JOHN,SUZUKI,10/01/2018
1635324210,01/01/2014,03/31/2014,LUNCHEON,MARGARET,LAURINO,ALDERMAN,25.00,CITY COUNCIL / ALDERMEN,4005,MARGARET,HOULIHAN SMITH,04/15/2014
2254280149,10/01/2013,12/31/2013,0.00,EDWARD,EBERTSCH,SENIOR AUTOMOTIVE EQUIPMENT ANALYST,0.00,FIRE DEPARTMENT,4063,JODY,JOY,01/07/2014
2969396633,10/01/2016,12/31/2016,COOKIES,MARY,BONOME,DEPUTY COMMISSIONER BUSINESS DEV,20.00,PLANNING AND DEVELOPMENT,4177,STEPHEN,FRIEDMAN,01/13/2017
790453206,04/01/2013,06/30/2013,GROUP LUNCH,TOM,STEVENS,MANAGER OF PARKING,11.00,FINANCE,5281,MICHAEL,GINTER,07/26/2013
3192518970,01/01/2018,03/31/2018,NA,LEWIS W,"POWELL, III",ATTORNEY,0.00,HOUSING AND ECONOMIC DEVELOPMENT,3955,LEWIS,POWELL,04/18/2018
1780608368,07/01/2014,09/30/2014,NONE,NONE,NONE,NONE,0.00,AVIATION,3781,ERIC,LOCKE,10/10/2014
2049381992,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,"BROOKINS, JR.",HOWARD,ALDERMAN,43.00,CITY COUNCIL / ALDERMEN,4200,GERALD,ROPER,07/09/2013
3322353549,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,BRENDAN,REILLY,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
183579465,04/01/2013,06/30/2013,N/A,CHARLOTTE,KNIGHT-MARSHALL,PRINCIPAL,0.00,FINANCE,4042,CHARLOTTE,KNIGHT-MARSHALL,07/23/2013
1669901755,04/01/2015,06/30/2015,REFRESHMENTS AND LUNCH,BILL,YEH,ASSISTANT PRINCIPAL,22.47,CHICAGO PUBLIC SCHOOLS,8081,OLGA,GUTIERREZ,07/16/2015
698926713,01/01/2014,03/31/2014,LUNCHEON,HARRY,OSTERMAN,ALDERMAN,25.00,CITY COUNCIL / ALDERMEN,4005,MARGARET,HOULIHAN SMITH,04/15/2014
468013396,04/01/2017,06/30/2017,0,NONE,NONE,NONE,0.00,HEALTH DEPARTMENT,17741,RUBY,HAUGHTON,07/18/2017
1236111510,10/01/2017,12/31/2017,N/A,N/A,N/A,N/A,0.00,FINANCE,3820,MORGAN,BASSEY,01/05/2018
1370606577,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,GEORGE,CARDENAS,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
689185470,04/01/2015,06/30/2015,REFRESHMENTS AND LUNCH,STEPHEN,TOW,TECHNOLOGY COORDINATOR,22.47,CHICAGO PUBLIC SCHOOLS,8081,OLGA,GUTIERREZ,07/16/2015
2622339372,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,ANDREW,MOONEY,COMMISSIONER,35.00,HOUSING AND ECONOMIC DEVELOPMENT,4201,MICHAEL,MINI,08/29/2012
904179751,07/01/2019,09/30/2019,NA,LEWIS W,"POWELL, III",ATTORNEY,0.00,PLANNING AND DEVELOPMENT,3955,LEWIS,POWELL,10/15/2019
3863214286,07/01/2019,09/30/2019,N/A,N/A,N/A,N/A,0.00,FIRE DEPARTMENT,3820,MORGAN,BASSEY,10/06/2019
2169497107,07/01/2018,09/30/2018,0,CASEY,DAN,DEPUTY DIRECTOR,0.00,EMERGENCY MANAGEMENT & COMMUNICATIONS,20210,KEN,LUKOWSKI,09/28/2018
2696076934,10/01/2013,12/31/2013,FOOD BASKET,LAWRENCE,GRISHAM,MR.,27.00,HOUSING AND ECONOMIC DEVELOPMENT,4096,LAWRENCE,PUSATERI,01/15/2014
2583942825,07/01/2015,09/30/2015,LUNCH,WILL,BURNS,4TH WARD,129.58,CITY COUNCIL / ALDERMEN,3895,JAMES,SULLIVAN,10/23/2015
3137808711,04/01/2016,06/30/2016,NA,GLEN,LYMAN,CHIEF,0.00,FIRE DEPARTMENT,14662,JAMES,RICHARDSON,07/22/2016
1810555805,10/01/2013,12/31/2013,0,NO ANSWER,NO ANSWER,NO ANSWER,0.00,311 CITY SERVICES,3945,JOSEPH,MCDERMOTT,01/17/2014
3253486091,01/01/2016,03/31/2016,MEAL,MICHAEL,SCOTT,ALDERMAN,45.00,CITY COUNCIL / ALDERMEN,11661,MICHAEL,REEVER,04/19/2016
743795042,10/01/2016,12/31/2016,N/A,N/A,N/A,N/A,0.00,FINANCE,3820,MORGAN,BASSEY,01/03/2017
2907788015,10/01/2013,12/31/2013,FOOD BASKET,DINAH,WAYNE,MS.,27.00,HOUSING AND ECONOMIC DEVELOPMENT,4096,LAWRENCE,PUSATERI,01/15/2014
2274601889,10/01/2012,12/31/2012,COOKIES,TRACY,SANCHEZ,ASST. TREASURER,35.00,HOUSING AND ECONOMIC DEVELOPMENT,4177,STEPHEN,FRIEDMAN,02/11/2013
3569758414,07/01/2019,09/30/2019,MEAL/LUNCH,ASHLEY,EVANS,DEPUTY CHIEF INVESTMENT OFFICER,18.95,CITY TREASURER,15423,OMAR,DAGHESTANI,10/16/2019
1174944459,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,KOCH,STEVE,DEPUTY MAYOR,43.00,MAYORS OFFICE,4200,GERALD,ROPER,07/09/2013
1405298846,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,FARZIN,PARANG,STAFF,35.00,MAYORS OFFICE,4201,MICHAEL,MINI,08/29/2012
2643907572,07/01/2015,09/30/2015,N/A,N/A,N/A,N/A,0.00,FINANCE,3820,MORGAN,BASSEY,09/28/2015
1779200376,01/01/2012,06/30/2012,BREAKFAST,MARY,O'CONNOR,ALDERMAN,24.00,CITY COUNCIL / ALDERMEN,4301,DANIEL,LYNCH,09/27/2012
409065880,07/01/2014,09/30/2014,LUNCH,ADAM,GYPALO,CHIEF OF STAFF,13.98,CITY COUNCIL / ALDERMEN,3984,RICHARD,ERICKSON,10/20/2014
3060008937,04/01/2019,06/30/2019,N/A,N/A,N/A,N/A,0.00,FINANCE,3820,MORGAN,BASSEY,07/08/2019
3704145413,07/01/2012,09/30/2012,ATTENDEE AT LOOP CAPITAL MARKETS 15TH ANNIVERSARY OPEN HOUSE,LOIS,SCOTT,MS.,40.00,MAYORS OFFICE,4291,PETER,BYNOE,10/12/2012
2668323696,04/01/2013,06/30/2013,MEAL,BRENDAN,REILLY,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,3984,RICHARD,ERICKSON,07/18/2013
136608230,07/01/2017,09/30/2017,BASEBALL TICKET,MICHELLE,HARRIS,ALDERMAN,45.00,CITY COUNCIL / ALDERMEN,10741,EVA-DINA,DELGADO,09/28/2017
1986406466,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,LAURINO,MARGARET,ALDERMAN,43.00,CITY COUNCIL / ALDERMEN,4200,GERALD,ROPER,07/09/2013
61597591,07/01/2015,09/30/2015,LUNCH,WILLIAM,BURNS,ALDERMAN,23.40,CITY COUNCIL / ALDERMEN,3913,JACLENE,ROBINSON-IVY,10/19/2015
3863214286,07/01/2019,09/30/2019,N/A,N/A,N/A,N/A,0.00,LEGISLATIVE COUNCIL & GOV'T AFFAIRS,21002,PATRICK,COLLINS,10/16/2019
1597863905,07/01/2013,09/30/2013,LUNCH,MICHAEL,ZALEWSKI,ALDERMAN,20.00,CITY COUNCIL / ALDERMEN,4005,MARGARET,HOULIHAN SMITH,10/18/2013
4150597147,07/01/2015,09/30/2015,LUNCH,DAVID,MOORE,17TH WARD,129.58,CITY COUNCIL / ALDERMEN,3895,JAMES,SULLIVAN,10/23/2015
834139442,01/01/2013,03/31/2013,BREAKFAST,MARY,O'CONNOR,ALDERMAN,25.00,CITY COUNCIL / ALDERMEN,4005,MARGARET,HOULIHAN SMITH,07/17/2013
1703349500,07/01/2013,09/30/2013,COOKIES,WALTER,BURNETT,ALDERMAN,6.00,CITY COUNCIL / ALDERMEN,4272,CONSTANCE,ZAIO,10/24/2013
2271894814,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,SOLIS,DANIEL,ALDERMAN,43.00,CITY COUNCIL / ALDERMEN,4200,GERALD,ROPER,07/09/2013
3225312395,10/01/2013,12/31/2013,FOOD PACKAGE,KARI,SABA,MS.,27.00,CHICAGO HOUSING AUTHORITY,3827,MARGARET,TINUCCI,01/16/2014
3268451865,10/01/2017,12/31/2017,MEAL,ROD,SAWYER,ALDERMAN,22.00,CITY COUNCIL / ALDERMEN,3984,RICHARD,ERICKSON,01/15/2018
2072045131,01/01/2017,03/31/2017,N/A,N/A,N/A,N/A,0.00,FINANCE,3820,MORGAN,BASSEY,04/03/2017
557826628,07/01/2019,09/30/2019,NONE,JAMES,WEISS,MR,0.00,CITY COUNCIL / ALDERMEN,22642,PAUL,MORRIS,10/17/2019
3073201654,01/01/2012,06/30/2012,BREAKFAST,PATRICK,O'CONNOR,ALDERMAN,24.00,CITY COUNCIL / ALDERMEN,4301,DANIEL,LYNCH,09/27/2012
264929406,04/01/2015,06/30/2015,BREAKFAST,RAYMOND,LOPEZ,ALDERMAN,42.00,CITY COUNCIL / ALDERMEN,4301,DANIEL,LYNCH,07/15/2015
2288555095,07/01/2017,09/30/2017,NA,LEWIS W,"POWELL, III",ATTORNEY,0.00,HOUSING AND ECONOMIC DEVELOPMENT,3955,LEWIS,POWELL,10/18/2017
1349869741,04/01/2013,06/30/2013,0.00,JODY,JOY,SALES REP,0.00,FIRE DEPARTMENT,4063,JODY,JOY,06/28/2013
215574170,10/01/2016,12/31/2016,COOKIES,SCOTT,YONOVER,DIRECTOR,25.00,FINANCE,12242,MICHAEL,NICHOLS,01/12/2017
4191924432,01/01/2012,06/30/2012,0,0,0,0,0.00,O'HARE MODERNIZATION PROJECT,4828,HELEN,SHILLER,11/09/2012
3234963341,04/01/2016,06/30/2016,MEAL/DRINK,RODERICK,SAWYER,ALDERMAN,32.00,CITY COUNCIL / ALDERMEN,11661,MICHAEL,REEVER,07/19/2016
1520833262,07/01/2015,09/30/2015,LUNCH,RODERICK,SAWYERS,6TH WARD,129.58,CITY COUNCIL / ALDERMEN,3895,JAMES,SULLIVAN,10/23/2015
712767792,07/01/2012,09/30/2012,NONE,NONE,NONE,NONE,0.00,WORLD BUSINESS CHICAGO,3931,MICHAEL,LAUBE,10/31/2012
506940193,01/01/2019,03/31/2019,NONE,DAN,CASEY,DEPUTY DIRECTOR,0.00,EMERGENCY MANAGEMENT & COMMUNICATIONS,20210,KEN,LUKOWSKI,04/01/2019
3216400178,04/01/2019,06/30/2019,NA,LEWIS W,"POWELL, III",ATTORNEY,0.00,PLANNING AND DEVELOPMENT,3955,LEWIS,POWELL,07/16/2019
98511006,10/01/2013,12/31/2013,COOKIES,BRAD,MCCONNELL,ASST.,35.00,HOUSING AND ECONOMIC DEVELOPMENT,4177,STEPHEN,FRIEDMAN,02/04/2014
1372236501,10/01/2017,12/31/2017,BOOK,EDWARD,BURKE,MR,20.00,CITY COUNCIL / ALDERMEN,4064,WILLIAM,FILAN,12/22/2017
2413366519,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,PAWAR,AMEYA,ALDERMAN,43.00,CITY COUNCIL / ALDERMEN,4200,GERALD,ROPER,07/09/2013
1124141154,07/01/2018,09/30/2018,MEAL,MICHAEL,"SCOTT, JR.",ALDERMAN,26.00,CITY COUNCIL / ALDERMEN,12761,M. ELAYNE,GRANGER,10/11/2018
976877234,10/01/2012,12/31/2012,NONE,NONE,NONE,NONE,0.00,MAYORS OFFICE,3788,JEAN-FRANCOIS,DECAUX,01/15/2013
1625826632,07/01/2016,09/30/2016,N/A,GLEN,LYMAN,CHIEF,0.00,FIRE DEPARTMENT,15321,AMIT,KAPOOR,02/01/2017
2100393990,07/01/2018,09/30/2018,MEAL,RAYMOND,LOPEZ,ALDERMAN,26.00,CITY COUNCIL / ALDERMEN,12761,M. ELAYNE,GRANGER,10/11/2018
471121451,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,TUNNEY,TOM,ALDERMAN,43.00,CITY COUNCIL / ALDERMEN,4200,GERALD,ROPER,07/09/2013
4139160822,10/01/2013,12/31/2013,COOKIES,KATHLEEN,DICKHUT,DEP. COMMISSIONER,35.00,HOUSING AND ECONOMIC DEVELOPMENT,4177,STEPHEN,FRIEDMAN,02/04/2014
900066689,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,TONI,FOULKES,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
900804828,01/01/2019,03/31/2019,MEAL,DEB,SILVERSTEIN,ALDERMAN,3.80,CITY COUNCIL / ALDERMEN,15501,DAVID,GROSS,04/18/2019
444070918,10/01/2016,12/31/2016,MEAL,MICHELLE,SMITH,ALD,44.82,CITY COUNCIL / ALDERMEN,5107,MARLOW,COLVIN,02/08/2017
964914895,04/01/2014,06/30/2014,NONE,NONE,NONE,NONE,0.00,BUILDINGS,3979,JOHN,SUZUKI,07/11/2014
4258803251,01/01/2018,03/31/2018,NONE,NONE,NONE,NONE,0.00,BUILDINGS,3979,JOHN,SUZUKI,04/05/2018
1904415180,01/01/2012,06/30/2012,LUNCH,JEREMY,FINE,DEP. COMPTROLLER,10.00,FINANCE,3829,THOMAS,COVERICK,10/15/2012
2596565829,10/01/2014,12/31/2014,0,NONE,NONE,NONE,0.00,BUILDINGS,3979,JOHN,SUZUKI,01/13/2015
712767792,07/01/2012,09/30/2012,NONE,NONE,NONE,NONE,0.00,MAYORS OFFICE,4218,PAT,DOERR,10/20/2012
1328136657,10/01/2013,12/31/2013,FOOD PACKAGE,TIM,VEENSTRA,MR.,27.00,CHICAGO HOUSING AUTHORITY,3827,MARGARET,TINUCCI,01/16/2014
4263849489,01/01/2013,03/31/2013,NONE,MORGAN,BASSEY,PRESIDENT/CEO,0.00,FINANCE,3820,MORGAN,BASSEY,04/11/2013
3451947260,10/01/2012,12/31/2012,GIFT BASKET,MICHELLE,NOLAN,MS.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,3827,MARGARET,TINUCCI,01/14/2013
2408719141,04/01/2018,06/30/2018,MEAL,"PROCCO ""JOE""",MORENO,ALDERMAN,36.00,CITY COUNCIL / ALDERMEN,3984,RICHARD,ERICKSON,07/13/2018
2527445937,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,THERESA,MINTLE,CHIEF OF STAFF,35.00,MAYORS OFFICE,4201,MICHAEL,MINI,08/29/2012
829053496,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,BURNS,WILL,ALDERMAN,43.00,CITY COUNCIL / ALDERMEN,4200,GERALD,ROPER,07/09/2013
151296147,07/01/2015,09/30/2015,MEAL,ADAM,GYPALO,CHIEF OF STAFF,8.95,CITY COUNCIL / ALDERMEN,3984,RICHARD,ERICKSON,10/09/2015
2469778401,10/01/2012,12/31/2012,GIFT BASKET,TRACI,SANCHEZ,MS.,46.45,HOUSING AND ECONOMIC DEVELOPMENT,4096,LAWRENCE,PUSATERI,01/14/2013
4251100589,07/01/2018,09/30/2018,0,JASON,ERVIN,ALDERMAN,0.00,LEGISLATIVE COUNCIL & GOV'T AFFAIRS,4312,TANYA,TRICHE - DAWOOD,10/09/2018
740669269,10/01/2012,12/31/2012,0.00,N/A,N/A,N/A,0.00,BOARD OF ETHICS,4042,CHARLOTTE,KNIGHT-MARSHALL,01/22/2013
2269562002,01/01/2014,03/31/2014,LUNCHEON,DEBRA,SILVERSTEIN,ALDERMAN,25.00,CITY COUNCIL / ALDERMEN,4005,MARGARET,HOULIHAN SMITH,04/15/2014
1789406080,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,WILL,BURNS,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
3805544858,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,MORENO,PROCO,ALDERMAN,43.00,CITY COUNCIL / ALDERMEN,4200,GERALD,ROPER,07/09/2013
3659346623,04/01/2018,06/30/2018,SMALL PARKING METER BANK,BENJAMIN,DAVIDSON,PROJ. ADMIN.,25.00,FINANCE,16042,MIKE,GINTER,07/06/2018
3526359736,04/01/2018,06/30/2018,NONE,NONE,NONE,NONE,0.00,BUILDINGS,3979,JOHN,SUZUKI,07/11/2018
1236111510,10/01/2017,12/31/2017,N/A,N/A,N/A,N/A,0.00,CITY COUNCIL / ALDERMEN,17062,PAMELA,LOUIK,12/18/2017
2105235252,01/01/2016,03/31/2016,N/A,MARGARET,ANDERSON,PARTNER,20000.00,TRANSPORTATION,11721,MARGARET,ANDERSON,07/20/2016
3813358072,04/01/2013,06/30/2013,BREAKFAST ANNUAL MEETING,DOWELL,PAT,ALDERMAN,43.00,CITY COUNCIL / ALDERMEN,4200,GERALD,ROPER,07/09/2013
1026157355,01/01/2014,03/31/2014,N/A,N/A,N/A,N/A,0.00,PARK DISTRICT,3988,STEVEN,GINSBERG,04/10/2014
3086169544,01/01/2019,03/31/2019,N/A,N/A,N/A,N/A,0.00,FINANCE,3820,MORGAN,BASSEY,04/03/2019
508276860,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,SCOTT,WAGUESPACK,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
2534223870,10/01/2012,12/31/2012,0,NONE,NONE,NONE,0.00,CHICAGO PUBLIC SCHOOLS,3988,STEVEN,GINSBERG,01/22/2014
1632209218,01/01/2013,03/31/2013,BREAKFAST,JOE,MOORE,ALDERMAN,25.00,CITY COUNCIL / ALDERMEN,4301,DANIEL,LYNCH,04/12/2013
2016104716,01/01/2018,03/31/2018,FOOD/BEVERAGE,WALTER,"BURNETT, JR.",ALDERMAN,42.26,CITY COUNCIL / ALDERMEN,9441,JASON,LUNDERMAN,04/20/2018
3035824118,04/01/2014,06/30/2014,PLANT,RAHM,EMANUEL,MAYOR,35.00,MAYORS OFFICE,9462,KAREN,KENT,07/23/2014
747400948,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,LONA,LANE,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
1368288137,10/01/2016,12/31/2016,MEAL,DARLENA,BURNETT,WIFE OF ALD,44.82,CITY COUNCIL / ALDERMEN,5107,MARLOW,COLVIN,02/08/2017
4107277021,04/01/2017,06/30/2017,NA,LEWIS W,"POWELL, III",ATTORNEY,0.00,HOUSING AND ECONOMIC DEVELOPMENT,3955,LEWIS,POWELL,07/17/2017
488948844,07/01/2014,09/30/2014,BOOK & NOTEBOOK AT YOUTH AMBASSADOR LUNCHEON 7/9/14,RAY,SUAREZ,ALD,35.00,CITY COUNCIL / ALDERMEN,3878,MICHAEL,GUERRA,10/15/2014
3549018820,10/01/2017,12/31/2017,NA,LEWIS W,"POWELL, III",ATTORNEY,0.00,PLANNING AND DEVELOPMENT,3955,LEWIS,POWELL,01/30/2018
327526693,04/01/2017,06/30/2017,N/A,N/A,N/A,N/A,0.00,FINANCE,3820,MORGAN,BASSEY,07/06/2017
715946084,07/01/2012,09/30/2012,0,STEVEN,GINSBERG,MEMBER,0.00,CHICAGO PUBLIC SCHOOLS,3988,STEVEN,GINSBERG,10/10/2012
2858661620,10/01/2012,12/31/2012,FRANGO CHOCOLATES,MICHELLE,BOONE,COMMISSIONER,21.00,CULTURAL AFFAIRS & SPECIAL EVENTS,4336,RALPH,HUGHES,01/14/2013
1821844691,10/01/2013,12/31/2013,COOKIES,ANDREW,MOONEY,COMMISSIONER,45.00,HOUSING AND ECONOMIC DEVELOPMENT,4177,STEPHEN,FRIEDMAN,02/04/2014
789116567,10/01/2016,12/31/2016,MEAL,BRIAN,HOPKINS,ALDERMAN,6.77,CITY COUNCIL / ALDERMEN,13621,ARTHUR,WILHELMI,01/09/2017
3124513709,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,MICHELE,SMITH,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
580269015,10/01/2018,12/31/2018,MEAL,ROD,SAWYER,ALDERMAN,22.00,CITY COUNCIL / ALDERMEN,3984,RICHARD,ERICKSON,01/11/2019
2918508567,07/01/2018,09/30/2018,MEAL,JASON,ERVIN,ALDERMAN,26.00,CITY COUNCIL / ALDERMEN,12761,M. ELAYNE,GRANGER,10/11/2018
2232136541,07/01/2018,09/30/2018,MEAL,BRIAN,FREEDMAN,STAFFER,21.95,CITY COUNCIL / ALDERMEN,12761,M. ELAYNE,GRANGER,10/18/2018
3080527358,01/01/2019,03/31/2019,NA,LEWIS W,"POWELL, III",ATTORNEY,0.00,PLANNING AND DEVELOPMENT,3955,LEWIS,POWELL,04/17/2019
1071319796,01/01/2012,06/30/2012,LUNCH,WILL,BURNS,ALDERMAN,20.00,CITY COUNCIL / ALDERMEN,3945,JOSEPH,MCDERMOTT,08/29/2012
3173017929,01/01/2018,03/31/2018,MEAL,DANNY,SOLIS,ALDERMAN,16.25,CITY COUNCIL / ALDERMEN,3984,RICHARD,ERICKSON,04/06/2018
2420859993,01/01/2014,03/31/2014,BOTTLE OF SPONSOR TEQUILA,JOE,MORENO,ALDERMAN,20.00,CITY COUNCIL / ALDERMEN,6405,KARA,SALGADO,03/31/2014
3258824538,07/01/2012,09/30/2012,ATTENDEE AT LOOP CAPITAL MARKETS 15TH ANNIVERSARY OPEN HOUSE,MIKE,FEHLMAN,MR.,40.00,CITY TREASURER,3843,ALBERT,GRACE,10/12/2012
56611105,07/01/2017,09/30/2017,BASEBALL TICKET,GILBERT,VILLEGAS,ALDERMAN,45.00,CITY COUNCIL / ALDERMEN,10741,EVA-DINA,DELGADO,09/28/2017
1819497336,01/01/2019,03/31/2019,MEAL,RODERICK,SAWYER,ALDERMAN,16.20,CITY COUNCIL / ALDERMEN,15501,DAVID,GROSS,04/18/2019
109864022,10/01/2012,12/31/2012,GIFT BASKET,CHIP,HASTINGS,MR,46.45,HOUSING AND ECONOMIC DEVELOPMENT,4096,LAWRENCE,PUSATERI,01/14/2013
1325811662,01/01/2018,03/31/2018,MEAL,GILBERT,VILLAGAS,ALDERMAN,16.26,CITY COUNCIL / ALDERMEN,3984,RICHARD,ERICKSON,04/06/2018
2991404893,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,MATT,HYNES,DIRECTOR,35.00,MAYORS OFFICE,4201,MICHAEL,MINI,08/29/2012
2656496020,10/01/2017,12/31/2017,0.00,GEORGE,CARDENAS,ALDERMAN,0.00,CITY COUNCIL / ALDERMEN,4312,TANYA,TRICHE,01/04/2018
895707391,01/01/2016,03/31/2016,MEAL/DRINKS,ADAM,GYPALO,COS,30.00,CITY COUNCIL / ALDERMEN,11661,MICHAEL,REEVER,04/19/2016
3549018820,10/01/2017,12/31/2017,NA,LEWIS W,"POWELL, III",ATTORNEY,0.00,HOUSING AND ECONOMIC DEVELOPMENT,3955,LEWIS,POWELL,01/30/2018
3957164326,10/01/2012,12/31/2012,CANDY,CARL,ERICKSON,ADM. ASST,12.00,CITY COUNCIL / ALDERMEN,4272,CONSTANCE,ZAIO,01/29/2013
1318364868,01/01/2015,03/31/2015,LUNCH,TOM,TUNNEY,ALDERMAN,23.00,CITY COUNCIL / ALDERMEN,4005,MARGARET,HOULIHAN SMITH,04/16/2015
498570077,01/01/2012,06/30/2012,LUNCH,SHEREE,JONES,EMPLOYEE,12.00,POLICE DEPARTMENT,4296,AMY,GARMAN,09/27/2012
2151973591,01/01/2012,06/30/2012,INVITATION FOR BREAKFAST AT CHAMBER ANNUAL MEETING,CARRIE,AUSTIN,ALDERMAN,35.00,CITY COUNCIL / ALDERMEN,4201,MICHAEL,MINI,08/29/2012
2477455985,10/01/2013,12/31/2013,FOOD PACKAGE,DON,OSHITA,MR.,27.00,CHICAGO HOUSING AUTHORITY,3827,MARGARET,TINUCCI,01/16/2014
3862566044,07/01/2012,09/30/2012,ATTENDEE AT LOOP CAPITAL MARKETS 15TH ANNIVERSARY OPEN HOUSE,JASON,ERVIN,ALD.,40.00,CITY COUNCIL / ALDERMEN,3843,ALBERT,GRACE,10/12/2012
3337143761,10/01/2012,12/31/2012,LUNCH,MICHAEL,ZALEWSKI,ALDERMAN,17.79,CITY COUNCIL / ALDERMEN,4005,MARGARET,HOULIHAN,01/17/2013
3768857870,10/01/2017,12/31/2017,N/A,JASON,ERVIN,MR,0.00,CITY COUNCIL / ALDERMEN,17862,MARK,HEFFRON,01/30/2018
