Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2021,3824,25489,11784,,DANIEL,L,SHOMON,JR.,DANIEL SHOMON,ELECTRIC KNOWLEDGE INTERCHANGE
2021,4162,25496,45884,,MARY,K,MINAGHAN,,MARY MINAGHAN D/B/A MKM SERVICES,CBRE PROPERTY MANAGEMENT
2021,20484,4774,12642,MS.,LIZBETH,,RAMIREZ,,COMED,COMED
2021,22641,12069,44382,MR.,MELVILLE,,NICKERSON,,NRG ENERGY INC,NRG ENERGY
2021,24625,4774,12642,MR.,RICHARD,,NEGRIN,,COMED,COMED
2021,5963,21006,41814,MR.,JOSE,A,GONZALEZ,,"TRI-ANGLE FABRICATION & BODY CO., INC.","TRI-ANGLE FABRICATION & BODY CO., INC."
2020,4246,10183,48286,MR.,JOSEPH,P.,GATTUSO,,TAFT STETTINIUS & HOLLISTER LLP,"LYND ACQUISITIONS GROUP, LLC"
2021,15081,21040,46242,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),CIVIC COMMONS - THE SPACE FUND
2021,3877,16921,46142,MR.,GYATA,M,KIMMONS,,"RIDGE STRATEGY GROUP, LLC",CROWN CASTLE
2021,15081,21040,24474,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),MCCAFFERY INTERESTS
2021,4162,25496,12710,,MARY,K,MINAGHAN,,MARY MINAGHAN D/B/A MKM SERVICES,"OGDEN AVENUE PROPERTIES, LLC"
2021,14282,4542,47103,MS.,FRANCIS,L,ROOD,,S.B. FRIEDMAN & CO.,LAWNDALE CHRISTIAN DEVELOPMENT CORPORATION
2021,20662,21261,16804,MR.,THOMAS,,WEAVER,,"COMPUTER AID, INC.",DEPT OF INFORMATION TECHNOLOGY
2021,15081,21040,34910,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),BEACON CAPITAL PARTNERS LLC
2021,4162,25496,46874,,MARY,K,MINAGHAN,,MARY MINAGHAN D/B/A MKM SERVICES,"PHARMACANN, LLC"
2021,7961,25002,46564,MR.,JOHN,D,CRAMER,,"MACROSTIE HISTORIC ADVISORS, LLC",PHOENIX DEVELOPMENT PARTERS LLC
2021,3877,16921,34381,MR.,GYATA,M,KIMMONS,,"RIDGE STRATEGY GROUP, LLC",CHICAGO ASSOCIATION OF REALTORS
2021,24788,25103,47652,,ALEXANDER,R,DOMANSKIS,,"BOODELL & DOMANSKIS, LLC",MVAH STATES HOLDING LLC
2021,15081,21040,12075,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),UNIVERSITY OF CHICAGO
2021,3752,4107,47817,MR.,MITCHELL,A,CARRELL,,FREEBORN & PETERS LLP,"NETSYNC FIBER, INC."
2021,15081,21040,47463,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),INTERFAITH HOUSING DEVELOPMENT CORPORATION
2021,15081,21040,47809,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),HYPERGRID LLC
2021,4162,25496,16648,,MARY,K,MINAGHAN,,MARY MINAGHAN D/B/A MKM SERVICES,WOMEN CONSTRUCTION OWNERS
2021,15081,21040,47229,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),SHOREWOOD DEVELOPMENT GROUP LLC
2021,15081,21040,24472,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),HINES INTERESTS LIMITED PARTNERSHIP
2021,14663,4774,12642,MRS.,MELISSA,,WASHINGTON,,COMED,COMED
2021,15081,21040,24475,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),"OXFORD CAPITAL GROUP, LLC"
2021,24908,4774,12642,MR.,MICHAEL,,FOUNTAIN,,COMED,COMED
2021,4162,25496,47161,,MARY,K,MINAGHAN,,MARY MINAGHAN D/B/A MKM SERVICES,JOEL KENNEDY CONSTRUCTION CORP.
2021,14282,4542,16889,MS.,FRANCIS,L,ROOD,,S.B. FRIEDMAN & CO.,HISPANIC HOUSING DEVELOPMENT CORPORATION
2021,15081,21040,24587,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),IMPERIAL REALTY CO.
2021,11301,11822,16880,MS.,MARY KATE,,DALY,,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO
2021,3863,4542,47386,,GEOFFREY,,DICKINSON,,S.B. FRIEDMAN & CO.,RESURRECTION HEALTH CARE
2021,14141,10183,19101,MS.,MAURA,L.,DOENS,,TAFT STETTINIUS & HOLLISTER LLP,TROPICAL OPTICAL COMPANY
2021,15081,21040,47232,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),EXPERIENTIAL CAPITAL GROUP
2021,24724,4774,12642,MR.,JESUS,,NERIS,JR,COMED,COMED
2021,25140,21009,36141,,BRANDON,,FAIR,,"UNITED AIRLINES, INC.","UNITED AIRLINES, INC."
2021,9303,14581,45564,MS.,JANA,,WESLEY,,LOOP CAPITAL MARKETS LLC,LOOP CAPITAL MARKETS LLC
2021,15081,21040,28722,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),HSC PLAZA AND BUILDING OPERATIONS LLC
2021,5961,21006,41814,MR.,ANTONIO,J,GONZALEZ,,"TRI-ANGLE FABRICATION & BODY CO., INC.","TRI-ANGLE FABRICATION & BODY CO., INC."
2021,15081,21040,30142,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),601W COMPANIES
2021,24122,24341,46887,,MARC,,POULOS,,"RAUCCI & SULLIVAN STRATEGIES, LLC","IUOE, LOCAL 150"
2021,24123,24341,46887,,DAVE,,SULLIVAN,,"RAUCCI & SULLIVAN STRATEGIES, LLC","IUOE, LOCAL 150"
2021,15081,21040,48176,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),"LENDLEASE DEVELOPMENTS, INC."
2021,4162,25496,41823,,MARY,K,MINAGHAN,,MARY MINAGHAN D/B/A MKM SERVICES,"A & R JANITORIAL SERVICE, INC."
2021,15081,21040,46549,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),"INNOVATIVE MARKETS, INC."
2021,15081,21040,48281,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),THE CHICAGO ART CENTER
2021,7961,25002,47526,MR.,JOHN,D,CRAMER,,"MACROSTIE HISTORIC ADVISORS, LLC",K GILES LLC
2021,24106,25264,47959,,HOWARD,,BLAIR,,"STERLING BAY, LLC AND ITS AFFILIATES","STERLING BAY, LLC AND ITS AFFILIATES"
2021,3824,25489,33021,,DANIEL,L,SHOMON,JR.,DANIEL SHOMON,PFIZER INC.
2021,16201,4774,12642,MRS.,VERONICA,,GOMEZ,,COMED,COMED
2021,25127,25488,48284,MS.,JANE,,CHARNEY,,JEWISH UNITED FUND/JEWISH FEDERATION OF METROPOLITAN CHICAGO,JEWISH UNITED FUND/JEWISH FEDERATION OF METROPOLITAN CHICAGO
2021,3964,4406,12449,MRS.,MARY KAY,,BONOMA,,ILLINOIS RESTAURANT ASSOCIATION,ILLINOIS RESTAURANT ASSOCIATION
2021,15081,21040,47802,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),"CHICAGO FIRE SOCCER HOLDINGS, LLC"
2021,17961,18682,37941,MR.,DANIEL,,LEVIN,,THE HABITAT COMPANY LLC,THE HABITAT COMPANY LLC
2021,3877,16921,43281,MR.,GYATA,M,KIMMONS,,"RIDGE STRATEGY GROUP, LLC",MCDONALD'S CORPORATION
2021,3824,25489,41742,,DANIEL,L,SHOMON,JR.,DANIEL SHOMON,MOTOROLA SOLUTIONS
2021,24241,20563,41201,,LINDA,,RICH,,CME GROUP,CME GROUP
2021,15081,21040,47808,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),THE REBUILD FOUNDATION NFP
2021,7961,25002,47179,MR.,JOHN,D,CRAMER,,"MACROSTIE HISTORIC ADVISORS, LLC",ELDERLY HOUSING DEVELOPMENT & OPERATIONS CORPORATION
2021,24920,4774,12642,,KATRINA,,STEELE,,COMED,COMED
2021,15081,21040,18147,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),"WRIGLEY FIELD HOLDINGS, LLC"
2021,16921,24938,47399,,STEPHEN,,JOHNSON,,AMERICAN AIRLINES,AMERICAN AIRLINES
2021,24626,24845,47292,MR.,DOUG,,BAILEY,,GOBRANDS INC.,GOPUFF
2021,24911,25264,47959,,JACK,,KIM,,"STERLING BAY, LLC AND ITS AFFILIATES","STERLING BAY, LLC AND ITS AFFILIATES"
2021,7961,25002,47956,MR.,JOHN,D,CRAMER,,"MACROSTIE HISTORIC ADVISORS, LLC",THE 601 W COMPANIES LLC
2021,5127,10206,21005,,PAT,,DOERR,,HOSPITALITY BUSINESS ASSOCIATION OF CHICAGO,HOSPITALITY BUSINESS ASSOC OF CHICAGO
2021,4010,21003,41270,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),EQUITY GROUP INVESTMENTS
2021,23827,25264,47959,,JESSICA,,SIMONS,,"STERLING BAY, LLC AND ITS AFFILIATES","STERLING BAY, LLC AND ITS AFFILIATES"
2021,19561,23203,45323,,DAVID,,GUPTA,,SDI PRESENCE LLC,SDI PRESENCE LLC
2021,4010,21003,48304,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),MARK GOODMAN AND ASSOCIATES
2021,4010,21003,24576,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),VIENNA SAUSAGE MANUFACTURING CO.
2021,4010,21003,24659,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),CEDAR STREET CAPITAL PARTNERS LLC
2021,24177,25505,48298,MRS.,MICHELLE,,JONES,,EMERGENT BIOSOLUTIONS INC.,EMERGENT BIOSOLUTIONS INC.
2021,4010,21003,18361,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),"CLAYCO, INC."
2021,4010,21003,48178,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),WASTE MANAGEMENT INC.
2021,4301,21009,36141,,DANIEL,J,LYNCH,,"UNITED AIRLINES, INC.","UNITED AIRLINES, INC."
2020,21002,24980,48299,MR.,PATRICK,M.,COLLINS,,KING & SPALDING LLP,"GENERAL III, LLC"
2021,24906,24744,48293,,JEAN,M,XOUBI,,ENVISION UNLIMITED,ENVISION UNLIMITED
2021,15682,23643,14040,MR.,TIMOTHY,,BARBERA,,RICE FINANCIAL PRODUCTS COMPANY,CHICAGO PUBLIC SCHOOLS
2021,15682,23643,39421,MR.,TIMOTHY,,BARBERA,,RICE FINANCIAL PRODUCTS COMPANY,CITY OF CHICAGO
2021,4010,21003,47231,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),KNICKPOINT REAL ESTATE LLC
2021,24739,5621,15144,MR.,MICHAEL,,MIAZGA,,"AMI GROUP, LLC","CHICAGO PARKING METERS, LLC"
2021,4010,21003,45710,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),"ALLOY PROPERTY COMPANY, LLC"
2021,7461,20978,47509,,MARTHA,D,BAILEY,,"JCDECAUX NORTH AMERICA, INC.","JCDECAUX AIRPORT CHICAGO, LLC"
2021,3962,21821,45705,MR.,CHRIS,A,LEACH,,AKERMAN LLP,BROOKFIELD ASSET MANAGEMENT
2021,15683,23643,14040,MR.,KEVIN,,SCHUYLER,,RICE FINANCIAL PRODUCTS COMPANY,CHICAGO PUBLIC SCHOOLS
2020,7961,25004,47758,MR.,JOHN,D,CRAMER,,"MACROSTIE HISTORIC ADVISORS, LLC","BLUE STAR PROPERTIES, INC."
2021,4089,23643,14040,,JAMES,D,RICE,JR,RICE FINANCIAL PRODUCTS COMPANY,CHICAGO PUBLIC SCHOOLS
2021,18601,25509,47959,MR.,ANDY,,GLOOR,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2021,23826,22921,22961,MR.,MATTHEW,D,NUGEN,,"WEC ENERGY GROUP, INC.",PEOPLES GAS LIGHT AND COKE CO.
2021,4010,21003,39984,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),HUBBARD STREET GROUP
2021,4010,21003,45782,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),SERITAGE GROWTH PROPERTIES
2021,4211,23202,40842,,STEVEN,,MARKOFF,,MARKOFF LAW LLC,CITY OF CHICAGO DEPARTMENT OF LAW
2021,4010,21003,47045,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),R2 COMPANIES
2021,4010,21003,12328,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),GOLUB & CO.
2021,16941,20978,41597,MR.,JEAN-LUC,,DECAUX,,"JCDECAUX NORTH AMERICA, INC.","JCDECAUX NORTH AMERICA, INC"
2021,4010,21003,28041,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),601 W COMPANIES
2021,4010,21003,12590,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),A FINKL & SONS CO.
2021,4292,25075,47627,,MICHAEL,A,NORWOOD,,MACQUEEN EQUIPMENT LLC,MACQUEEN EQUIPMENT LLC
2021,5862,25500,15144,MS.,JEAN,R,CHIDLEY,,"AMI GROUP, LLC","CHICAGO PARKING METERS, LLC"
2021,4010,21003,29005,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),BLUE STAR PROPERTIES
2021,23523,23643,39421,MR.,CURTIS,,HARRIS,,RICE FINANCIAL PRODUCTS COMPANY,CITY OF CHICAGO
2021,24141,24361,48302,MS.,LAURIE,R,GLENN,,THINKINC.,LCDC
2021,4010,21003,47227,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),DEPAUL COLLEGE PREP
2021,4254,23645,45863,,ARNOLD,S,HARRIS,,"ARNOLD SCOTT HARRIS, P.C.","ARNOLD SCOTT HARRIS, P.C."
2021,24342,10183,36701,MS.,KIM,,WALBERG,,TAFT STETTINIUS & HOLLISTER LLP,S. H. BELL COMPANY
2021,4010,21003,24561,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),SHAPACK DEVELOPMENT CO.
2021,24744,17121,34761,MR.,KURT,,HILGENDORF,,CHICAGO TEACHERS UNION,CHICAGO TEACHERS UNION
2020,7961,25004,48297,MR.,JOHN,D,CRAMER,,"MACROSTIE HISTORIC ADVISORS, LLC",FARR ASSOCIATES ARCHITECTURE AND URBAN PLANNING
2021,4010,21003,28610,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),TUCKER DEVELOPMENT
2021,4010,21003,41266,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),REGENCY CENTERS
2021,4089,23643,14046,,JAMES,D,RICE,JR,RICE FINANCIAL PRODUCTS COMPANY,CITY OF CHICAGO
2021,4084,5621,15144,,RICHARD,L,INGRAM,,"AMI GROUP, LLC","CHICAGO PARKING METERS, LLC"
2021,4010,21003,45859,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),"STERLING BAY, LLC AND ITS AFFILIATES"
2021,4010,21003,41269,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),ZOM MID ATLANTIC
2021,7461,20978,48295,,MARTHA,D,BAILEY,,"JCDECAUX NORTH AMERICA, INC.","INTERSTATE JCDECAUX , LLC"
2021,4010,21003,24575,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),THE JAFFE COMPANIES
2021,4010,21003,48303,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),"ID8 VENTURES, LLC"
2021,18602,25509,47960,MR.,KEATING,,CROWN,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2021,4010,21003,24543,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),NEWCASTLE LIMITED
2021,4010,21003,47431,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),TRAMMELL CROW COMPANY
2021,23521,25503,47479,,ALEXANDER,,LAIOS,,CITIGROUP GLOBAL MARKETS INC.,CITIGROUP GLOBAL MARKETS INC.
2021,4228,25506,47487,,NEAL,H,ATTERMANN,,CITIGROUP GLOBAL MARKETS INC.,CITIGROUP GLOBAL MARKETS INC.
2021,15543,24951,48300,MR.,LORENZO,,BOYD,,"STIFEL, NICOLAUS & COMPANY, INC.","STIFEL, NICOLAUS & COMPANY, INCORPORATED"
2021,4010,21003,47812,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),"LANDMARK DEVELOPMENT SERVICE COMPANY, LLC"
2021,24832,24847,47296,MS.,RUTH,,KERZEE,,ELEVATE ENERGY,ELEVATE ENERGY
2021,4010,21003,34931,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),TISHMAN SPEYER PROPERTIES
2021,4010,21003,26781,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),DRAPER AND KRAMER
2021,10901,25502,47484,MS.,SAMANTHA,,COSTANZO,,CITIGROUP GLOBAL MARKETS INC.,CITIGROUP GLOBAL MARKETS INC.
2021,24868,25507,48075,MS.,SHEERINE,,ALEMZADEH,,"HEALING TO ACTION, NFP","HEALING TO ACTION, NFP"
2021,4010,21003,45784,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),SANGAMONROE LLC
2021,21002,25499,48299,MR.,PATRICK,M.,COLLINS,,KING & SPALDING LLP,"GENERAL III, LLC"
2021,4010,21003,34926,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),BRIDGFORD FOODS
2021,4010,21003,19941,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),THE ONNI GROUP
2021,15683,23643,39421,MR.,KEVIN,,SCHUYLER,,RICE FINANCIAL PRODUCTS COMPANY,CITY OF CHICAGO
2021,4010,21003,24554,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),RELATED MIDWEST
2021,4010,21003,20104,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),MOODY BIBLE INSTITUTE
2021,16941,20978,15902,MR.,JEAN-LUC,,DECAUX,,"JCDECAUX NORTH AMERICA, INC.","INTERSTATE JCDECAUX, LLC"
2021,4010,21003,41486,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),NORTHPOINT DEVELOPMENT
2021,4010,21003,46922,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),"PROLOGIS, INC."
2021,11488,25504,47485,MR.,GUY,,LOGAN,,CITIGROUP GLOBAL MARKETS INC.,CITIGROUP GLOBAL MARKETS INC.
2021,9601,4107,34401,MR.,ROGER,H,BICKEL,,FREEBORN & PETERS LLP,"THE GROVE, INC."
2021,16041,5621,15144,MR.,DENNIS,,PEDRELLI,,"AMI GROUP, LLC","CHICAGO PARKING METERS, LLC"
2021,15841,23643,39421,MS.,LISA-SHERI,,TORRENCE,,RICE FINANCIAL PRODUCTS COMPANY,CITY OF CHICAGO
2021,4010,21003,34924,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),THOR EQUITIES
2021,23523,23643,14040,MR.,CURTIS,,HARRIS,,RICE FINANCIAL PRODUCTS COMPANY,CHICAGO PUBLIC SCHOOLS
2021,19002,25018,48330,,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,1628 N WELLS LLC C/O ROB SEKULA AND THAD WONG
2021,16741,25483,45825,MS.,JULIE,,DERRIG,,THE HAYMARKET GROUP LTD.,RESURRECTION UNIVERSITY
2021,4011,21003,47234,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),SMASH INTERACTIVE LLC
2021,9481,21003,47368,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),THE NHP FOUNDATION
2021,18181,25130,47650,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,TOBACCO-FREE KIDS ACTION FUND
2021,9481,21003,45781,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),19 N MAY LLC
2021,4011,21003,13547,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),"APPLE, INC"
2021,4160,10183,12688,,EDWARD,J,KUS,ESQ,TAFT STETTINIUS & HOLLISTER LLP,MUSEUM OF CONTEMPORARY ART
2021,6982,24955,41948,MR.,BENIAMINO,,CAPELLUPO,,SEIU ILLINOIS COUNCIL,SEIU ILLINOIS COUNCIL
2021,4011,21003,26781,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),DRAPER AND KRAMER
2021,24875,25157,47800,,FRANK,,SPEEK,,SKINNY LABS INC. DBA SPIN,SKINNY LABS INC. DBA SPIN
2021,4298,21002,12992,,JOHN,J,LAWLOR,,DENTONS US LLP,LEGACY CHARTER SCHOOL
2021,9481,21003,24543,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),NEWCASTLE LIMITED
2021,4011,21003,47406,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),FRED EYCHANER (NEWSWEB)
2021,9481,21003,37941,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),THE HABITAT COMPANY LLC
2021,9481,21003,45782,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),SERITAGE GROWTH PROPERTIES
2021,9481,21003,48326,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),LFI REAL ESTATE
2021,18181,25130,47394,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,PUBLIC MEDIA INSTITUTE
2021,4160,10183,24448,,EDWARD,J,KUS,ESQ,TAFT STETTINIUS & HOLLISTER LLP,THE ONNI GROUP
2021,9743,13967,46822,MR.,MICHAEL,,ALEXANDER,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",CRESCO LABS LLC
2020,20201,24345,38821,MR.,PATRICK,,WARTAN,,"TAFT, STETTINIUS & HOLLISTER LLP","LAND AND SEA DEVELOPMENT, LLC"
2021,16542,25019,47556,MR.,ANTHONY,B,BRUNO,,DEVELOPMENT SERVICES CORP,ASTOR RECYCLING CORP
2021,9481,21003,47431,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),TRAMMELL CROW COMPANY
2021,3744,21361,16918,,TIMOTHY,J,DART,,NICOLAY & DART LLC,"LIVE NATION WORLDWIDE, INC. (FKA CLEAR CHANNEL ENTERTAINMENT)"
2021,5721,23401,40501,MR.,GENE,C,SCHULTER,,EUGENE SCHULTER,FREEDMAN SEATING CO
2021,3744,21361,33642,,TIMOTHY,J,DART,,NICOLAY & DART LLC,JPMORGAN CHASE HOLDINGS LLC
2021,20121,20561,48306,MS.,CARMEN,,CURET,,CHICAGO TEACHERS UNION FOUNDATION,CHICAGO TEACHERS UNION FOUNDATION
2021,9743,13967,21925,MR.,MICHAEL,,ALEXANDER,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS","BLUEBIRD NETWORK, LLC"
2021,5721,23401,47998,MR.,GENE,C,SCHULTER,,EUGENE SCHULTER,TANIUM INC
2020,20201,24345,48309,MR.,PATRICK,,WARTAN,,"TAFT, STETTINIUS & HOLLISTER LLP",MID-WEST INSTITUTIONAL FOOD DISTRIBUTORS
2021,9481,21003,47231,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),KNICKPOINT REAL ESTATE LLC
2021,3744,21361,11588,,TIMOTHY,J,DART,,NICOLAY & DART LLC,MICROSOFT CORPORATION
2021,4160,10183,25601,,EDWARD,J,KUS,ESQ,TAFT STETTINIUS & HOLLISTER LLP,"CHICK-FIL-A, INC."
2021,4160,10183,48216,,EDWARD,J,KUS,ESQ,TAFT STETTINIUS & HOLLISTER LLP,CHICAGO HISTORY MUSEUM
2021,4011,21003,28688,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),AMTRUST REALTY
2021,18181,25130,42341,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,UNITED CENTER JOINT VENTURE
2020,19002,25018,48324,MR.,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,4511 CLARK ACQUISITIONS LLC C/O MICHAEL LERNER
2021,9481,21003,22101,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),SHAPACK DEVELOPMENT CO.
2021,9743,13967,47782,MR.,MICHAEL,,ALEXANDER,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",JIM BEAM BRANDS CO.
2021,4160,10183,47100,,EDWARD,J,KUS,ESQ,TAFT STETTINIUS & HOLLISTER LLP,MISERICORDIA
2020,19002,25018,48323,MR.,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,SERGIO TORRES
2021,4011,21003,24608,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),MADISON CAPITAL
2021,4011,21003,35821,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),WILTON U.S. COMMERCIAL INC
2021,9743,13967,34241,MR.,MICHAEL,,ALEXANDER,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS","CONDUENT, INC. AND ITS AFFILIATES"
2021,9481,21003,24474,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),MCCAFFERY INTERESTS
2021,9481,21003,41269,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),ZOM MID ATLANTIC
2021,4011,21003,24566,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),DEVELOPMENT RESOURCES
2021,14501,25511,47592,MR.,DEREK,A.,BLAIDA,,BLAIDA AND ASSOCIATES LLC,MUSEUMS IN THE PARK
2021,4298,21002,12990,,JOHN,J,LAWLOR,,DENTONS US LLP,DEPAUL UNIVERSITY
2021,17981,18682,37941,MR.,MATTHEW,G,FIASCONE,,THE HABITAT COMPANY LLC,THE HABITAT COMPANY LLC
2021,4011,21003,41322,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),FAR POINT
2021,4348,11781,47947,,WILLIAM,J,BANKS,,SCHAIN BANKS KENNY & SCHWARTZ,"CHICAGO JOURNEYMEN PLUMBERS LOCAL 130, UA"
2020,19001,25018,48322,MISS,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,KMJ PROPERTIES INC C/O JAMES WILLIAMS
2021,9481,21003,34924,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),THOR EQUITIES
2021,24871,17222,48325,MRS.,EMILY,A,FIORE,,AKERMAN LLP,HILCO REDEVELOPMENT PARTNERS
2021,4011,21003,12383,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),JAM PRODUCTIONS
2021,9481,21003,48180,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),FIFIELD COMPANIES
2021,9481,21003,26001,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),"1000 S. WELLS (CHICAGO), LLC"
2021,9481,21003,48328,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),1201 W. FULTON PARTNERS LLC
2021,9481,21003,46923,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),"401 N. MORGAN, LLC"
2021,11493,13967,48316,MR.,SEAN,,OSHEA,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS","MCGRAW HILL GLOBAL EDUCATION HOLDING, LLC AND ITS AFFILIATES"
2021,4011,21003,27341,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),INTRINSIC SCHOOLS
2021,9481,21003,44663,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),RCG LONGVIEW
2021,19001,25018,48322,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,KMJ PROPERTIES INC C/O JAMES WILLIAMS
