Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2019,3635329138,"SIEBERT CISNEROS SHANK & CO., L.L.C.","111 EAST WACKER DRIVE, SUITE 2605",,CHICAGO,IL,60601,UNITED STATES,312759-0400,312759-0109,01/06/2017,Y
2017,1268224308,"UNITED AIRLINES, INC.",233 SOUTH WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,872825-4000,,07/31/2017,Y
2013,2826480863,PRICEWATERHOUSECOOPERS LLP,ONE NORTH WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,630-650-1034,,04/12/2013,Y
2012,3367719408,DLA PIPER US LLP,203 N. LASALLE ST. SUITE 1900,,CHICAGO,IL,60601,UNITED STATES,312-368-4000,312-236-7516,,Y
2012,2156937233,HINSHAW& CULBERTSON LLP,"222 N. LASALLE ST., STE. 300",,CHICAGO,IL,60601,UNITED STATES,312-704-3000,312-704-3001,,Y
2018,1414858496,LAW OFFICES OF SAMUEL V.P.BANKS,"221 N. LASALLE AT., #3800",,CHICAGO,IL,60601,UNITED STATES,312-782-1983,312-782-2433,,Y
2013,1488981979,CROWN CASTLE USA,2000 CORPORATE DR,,CANONSBURG,PA,15317,UNITED STATES,724-416-2000,724-416-4232,09/05/2012,Y
2018,408972916,"JONES LANG LASALLE AMERICAS, INC",200 E. RANDOLPH - 47TH FLR.,,CHICAGO,IL,60601,UNITED STATES,312-228-2576,312-601-1785,,Y
2011,1770020160,"ENERA, INC","1525 E. 53RD ST., STE. 516-4",,CHICAGO,IL,60615,UNITED STATES,773-955-4475,773-955-499,,Y
2020,1801206864,"CABRERA CAPITAL MARKETS, LLC","10 S. LASALLE, STE. 1050",,CHICAGO,IL,60603,UNITED STATES,312-236-8888,312-236-8936,,Y
2015,1590558958,INCAPITAL LLC,200 S. WACKER DR.,STE 3700,CHICAGO,IL,60606,UNITED STATES,312-379-3700,312-379-3701,01/29/2013,Y
2012,2395528459,ROBERT REPEL,737 W. WASHINGTON STE. 2010,,CHICAGO,IL,60661,UNITED STATES,312-993-2820,312-993-2821,,Y
2015,2150066924,ILLINOIS MANUFACTURERS' ASSOCIATION,220 E ADAMS,,SPRINGFIELD,IL,62701,UNITED STATES,2175221240,,06/22/2015,Y
2020,1414451038,THE WOODLAWEN GROUP,4530 S. WOODLAWN #202,,CHICAGO,IL,60653,UNITED STATES,3126008229,,01/13/2020,Y
2020,4223315150,LAZ PARKING,33 W. MONROE,,CHICAGO,IL,60601,UNITED STATES,312-577-7985,3127509189,01/31/2020,Y
2021,3941234570,"BRYCER, LLC",4355 WEAVER PARKWAY,SUITE 230,WARRENVILE,IL,60555,UNITED STATES,6304139511,,01/25/2019,Y
2020,2395528459,ROBERT REPEL,737 W. WASHINGTON STE. 2010,,CHICAGO,IL,60661,UNITED STATES,312-993-2820,312-993-2821,,Y
2016,27210152,RICE FINANCIAL PRODUCTS COMPANY,"55 BROAD ST, 27 FLR",,NEW YORK,NY,10004,UNITED STATES,2129089200,2129089299,01/22/2014,Y
2016,2920861396,THE PEOPLES GAS LIGHT AND COKE COMPANY,200 E RANDOLPH ST,,CHICAGO,IL,60601,UNITED STATES,312-240-7179,,01/22/2016,Y
2011,3237989175,"SCOFES & ASSOCIATES CONCULTING, INC",535 N. CAPITOL AVE,,LANSING,MI,48933,UNITED STATES,517-485-5536,517-485-255,,Y
2019,1996972137,"LASKI ADVISORS, INC.",55 E. MONROE,SUITE 2850,CHICAGO,IL,60603,UNITED STATES,312-762-5841,,01/23/2018,Y
2012,2024500321,"SCHAIN, BURNEY, BANKS & KENNY, LTD","70 W. MADISON, STE. 4500",,CHICAGO,IL,60602,UNITED STATES,312-345-5700,312-345-5701,,Y
2014,1431660299,BNY MELLON,1 WALL STREET,21ST FLOOR,NEW YORK,NY,10286,UNITED STATES,2126358202,,01/15/2014,Y
2011,1684236082,JOHNSON RESEARCH GROUP,"343 S. DEARBORN, STE. 502",,CHICAGO,IL,60604,UNITED STATES,312-235-0130,312-235-0131,,Y
2018,156424364,SDI PRESENCE LLC,33 WEST MONROE STREET,SUITE 400,CHICAGO,IL,60603,UNITED STATES,312-580-7500,312-580-7600,08/09/2017,Y
2017,3765836352,DLA PIPER LLP (US),203 N. LASALLE STREET,SUITE 1900,CHICAGO,IL,60601,UNITED STATES,312-368-7261,312-251-5833,01/09/2015,Y
2020,3702390292,JUAN CALAHORRANO,1222 TAMARACK DR,,BARTLETT,IL,60103,UNITED STATES,6305017448,,01/19/2020,Y
2012,1560077785,"B-P CONSULTANTS, INC.","33 N. LASALLE ST., STE 3300",,CHICAGO,IL,60602,UNITED STATES,312-735-1449,708-448-1133,,Y
2012,3938395334,WILLIAM BLAIR AND CO.,222 W. ADAMS ST.,,CHICAGO,IL,60606,UNITED STATES,312-236-1600,312-236-0174,,Y
2014,3476963346,"WELLS FARGO SECURITIES, LLC",1300 SW 5TH AVE.,MAC P6101-022,PORTLAND,OR,97201,UNITED STATES,503-886-2919,,01/02/2014,Y
2015,1474477676,UNISYS CORP.,"1 E. WACKER DR., STE. 2350",,CHICAGO,IL,60601,UNITED STATES,312-832-7200,312-832-7264,,Y
2019,193177993,PFIZER INC.,C/O 28 LIBERTY SHIP WAY,SUITE 2815,SAUSALITO,CA,94965,UNITED STATES,415-903-2800,,11/02/2016,Y
2019,2066145492,MOBOTREX,31632 N. ELLIS DRIVE. #305,,CHICAGO,IL,60073,UNITED STATES,8472708030,,01/30/2017,Y
2019,1368909400,KAREEM    MUSAWWIR,221 N. LASALLE ST.SUITE 3800,,CHICAGO,IL,60601,UNITED STATES,773-732-5189,312-782-2433,01/10/2019,Y
2016,439741669,"JAY CURTIS CONSULTING, LLC",3211 N ROCKWELL ST,,CHICAGO,IL,60618,UNITED STATES,6185585702,,06/03/2016,Y
2018,4151352073,CIBC,120 S. LASALLE STREET,,CHICAGO,IL,60603,UNITED STATES,3125646885,,01/19/2018,Y
2020,2730865205,UNION PACIFIC RAILROAD,101 N. WACKER DR.,SUITE 1910,CHICAGO,IL,60606,UNITED STATES,3127772037,,01/15/2014,Y
2017,226240139,"BELGRAVIA GROUP, LTD.",1101 W MONROE ST,SUITE 200,CHICAGO,IL,60607,UNITED STATES,312-751-2777,,05/08/2017,Y
2018,2870716644,U.S. BANK NATIONAL ASSOCIATON,800 NICOLLET MALL,,MINNEAPOLIS,MN,55402,UNITED STATES,612303-9082,,01/18/2018,Y
2020,825793500,THE NHP FOUNDATION,"122 EAST 42ND STREET, SUITE 4900",,NEW YORK,NY,10168,UNITED STATES,2022864987,,01/02/2020,Y
2019,3376398065,"CLEAR CHANNEL OUTDOOR, LLC",4000 SOUTH MORGAN STREET,,CHICAGO,IL,60609,UNITED STATES,773-843-2001,,05/29/2019,Y
2017,2120613296,"PRADA GOVERNMENTAL SOLUTIONS, INC",405 N WABASH AVE. UNIT 5002,,CHICAGO,IL,60611,UNITED STATES,3129553006,,04/03/2017,Y
2013,810457322,"REPUBLIC SERVICES, INC",18500 N. ALLIED WAY,,PHOENIX,AZ,85054,UNITED STATES,480-627-2375,480-627-7104,,Y
2013,943046737,KOHLBERG KRAVIS ROBERTS & CO. L.P.,9 WEST 57TH ST.,,NEW YORK,NY,10019,UNITED STATES,212-750-8300,212-750-0003,01/04/2013,Y
2017,1706986263,"BARCLAYS CAPITAL, INC.",745 SEVENTH AVENUE,,NEW YORK,NY,10019,UNITED STATES,212-526-7000,,01/16/2013,Y
2013,471261986,MICHAEL ALVAREZ,351 W HUBBARD,STE. 405,CHICAGO,IL,60654,UNITED STATES,847-791-4105,,01/08/2013,Y
2011,2001282380,"APPLEGATE & THORNE-THOMSEN, PC","626 W. JACKSON BLVD., STE. 400",,CHICAGO,IL,60661,UNITED STATES,312-491-4400,312-491-4411,,Y
2015,355655001,CSX CORPORATION,1700 W. 167TH STREET,,CALUMET CITY,IL,60409,UNITED STATES,708-832-2169,708-832-2090,,Y
2018,3415046919,"READASKCHAT, LTD.",1755 E 55TH ST,SUITE 1003,CHICAGO,IL,60615-5977,UNITED STATES,7733437766,,03/16/2018,Y
2017,1380035890,NORTHERN TRUST CORPORATION,50 SOUTH LASALLE ST. M-9,,CHICAGO,IL,60603,UNITED STATES,312-557-0945,312-444-5478,,Y
2013,4226451433,CHICAGO NEIGHBORHOOD INITIATIVES,1000 E. 111TH ST.,,CHICAGO,IL,60628,UNITED STATES,773-602-8344,773-468-0263,,Y
2014,2192669526,KPMG LLP,345 PARK AVENUE,36TH FLR,NEW YORK,NY,10154,UNITED STATES,212-758-9700,212-758-9819,03/08/2013,Y
2019,3030494571,JAMES SHEAHAN,2326 W. 114TH ST.,,CHICAGO,IL,60643,UNITED STATES,7734476601,,04/22/2019,Y
2011,2829816405,KROGER CO.,1014 VINE ST.,,CINCINNATI,OH,45202,UNITED STATES,513-762-4288,,,Y
2015,25764185,"ITG CONSULTING, LLC",1009 PARK AVE.,,COLLINGSWOOD,NJ,08108,UNITED STATES,609-774-0896,,07/18/2014,Y
2015,1753120490,"RORY GROUP, LLC.",212 W. WASHINGTON STREET,SUITE 1904,CHICAGO,IL,60606,UNITED STATES,312-726-1400,,01/16/2013,Y
2015,2181211458,ADPOD MEDIA LLC,"155 N MICHIGAN AVE. ,STE. 765",,CHICAGO,IL,60601,UNITED STATES,312-729-5033,,,Y
2020,4200766971,POLSKY & ASSOCIATES LTD,200 EAST RANDOLPH STREET,SUITE 5100,CHICAGO,IL,60601,UNITED STATES,312-540-0200,,12/20/2018,Y
2012,2063079636,GOVERNMENTAL CONSULTING SOLUTIONS,420 W. CAPITOL #1,,SPRINGFIELD,IL,62704,UNITED STATES,217-528-9120,217-544-4026,,Y
2014,3215957092,TITAN OUTDOOR LLC,30 N LASALLE ST.,STE. 2600,CHICAGO,IL,60602,UNITED STATES,312-595-7507,,01/31/2014,Y
2020,1399402020,TERRY GABINSKI,1817 W. OAKDALE,,CHICAGO,IL,60657,UNITED STATES,773-520-0322,773-477-6683,02/02/2020,Y
2020,1853498320,MK COMMUNICATIONS,350 W. HUBBARD ST. #200,,CHICAGO,IL,60654,UNITED STATES,312-822-0505,312-822-0568,10/15/2014,Y
2019,1094350397,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC",1701 JOHN F KENNEDY BLVD,,PHILADELPHIA,PA,19103,UNITED STATES,202-371-7559,,05/02/2017,Y
2013,4084833967,SEIU HEALTHCARE ILLINOIS,2229 S HALSTED ST,,CHICAGO,IL,60608,UNITED STATES,3129809000,3127843187,01/07/2013,Y
2014,2249365680,KAIZEN INC,1705 N. RUTHERFORD,,CHICAGO,IL,60707,UNITED STATES,312-752-7972,,,Y
2011,3367719408,DLA PIPER US LLP,203 N. LASALLE ST. SUITE 1900,,CHICAGO,IL,60601,UNITED STATES,312-368-4000,312-236-7516,,Y
2021,473785548,LAWYERS' COMMITTEE FOR BETTER HOUSING,33 N. LASALLE,STE 900,CHICAGO,IL,60602,UNITED STATES,312-347-7600,,01/15/2021,Y
2012,3771579419,"POLK STREET GROUP, LLC",101 W. GRAND AVE. #600,,CHICAGO,IL,60654,UNITED STATES,312-329-1185,312-329-1197,,Y
2017,115896673,"ALLIANCE ASSOCIATES, INC.",10646 GOLF ROAD,,ORLAND PARK,IL,60462,UNITED STATES,6307281992,7083499857,01/11/2017,Y
2016,3119258584,SARAH SHEEHAN,9848 S DAMEN AVE,,CHICAGO,IL,60643,UNITED STATES,7733155163,,01/26/2016,Y
2016,329795627,UNIVERSAL BOOT INC.,747 MELOCHE AVE,,DORVAL,NY,11111,CANADA,5146315005,5146314114,01/31/2013,Y
2020,2059344077,LEWIS POWELL,53 W. JACKSON,STE. 1222,CHICAGO,IL,60604,UNITED STATES,312-987-9737,312-987-9093,01/15/2020,Y
2014,2332517307,JAY D. DOHERTY & ASSOCIATES,210 E. PEARSON STREET,#9B,CHICAGO,IL,60611,UNITED STATES,312-932-0338,312-654-0671,01/04/2013,Y
2012,3487569322,UNITED AIRLINES,77 W. WACKER DR.,,CHICAGO,IL,60601,UNITED STATES,312-997-8531,312-997-8531,,Y
2012,755099835,"CONLON & DUNN PUBLIC STRATEGIES, INC",350 N. LASALLE ST.,STE 1420,CHICAGO,IL,60610,UNITED STATES,312-855-8500,312-855-0488,08/08/2012,Y
2020,544812175,MADELEINE HILL,6756 N. ODELL,,CHICAGO,IL,60631,UNITED STATES,3128050099,,01/03/2017,Y
2017,1145056876,ALLIANCEBERNSTEIN,1345 AVENUE OF THE AMERICAS,,NEW YORK,NY,10105,UNITED STATES,212-969-6221,,10/13/2016,Y
2013,35741583,HOSPITALITY BUSINESS ASSOCIATION OF CHICAGO,1101 W FULTON MARKET STE 3,,CHICAGO,IL,60607,UNITED STATES,312-494-5880,312-264-0782,02/11/2013,Y
2014,101511843,PHILIPS LIGHTING,10275 WEST HIGGINS ROAD,,ROSEMONT,IL,60018,UNITED STATES,18473905100,18473905058,01/04/2013,Y
2013,4236666525,OLD TOWN MERCHANTS & RESIDENTS ASSOCIATION,1520 N WELLS,,CHICAGO,IL,60610,UNITED STATES,312-951-6106,312-951-9427,09/04/2012,Y
2014,3728197979,GINSBERG JACOBS LLC,300 S. WACKER DR.,SUITE 2750,CHICAGO,IL,60606,UNITED STATES,312-660-9614,312-660-9612,10/10/2012,Y
2014,2063352652,CHICAGOLAND CHAMBER OF COMMERCE,410 N MICHIGAN AVE,STE 900,CHICAGO,IL,60611,UNITED STATES,3124946700,,01/13/2014,Y
2013,566822709,NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION,"1300 N. 17TH STREET, SUITE 1752",,ROSSLYN,VA,22209,UNITED STATES,703-841-3200,703-841-5900,04/09/2013,Y
2017,3556913344,KPMG LLP,200 E. RANDOLPH DR,"KPMG LLP, AON CENTER",CHICAGO,IL,60601,UNITED STATES,312-665-1000,312-665-6000,01/10/2013,Y
2014,1137023345,"CHICAGO BEVERAGE SYSTEMS, L.L.C.",441 N. KILLBOURN AVENUE,,CHICAGO,IL,60624,UNITED STATES,773826-4100,,01/15/2013,Y
2018,657168062,"NEAL & LEROY, LLC",20 S. CLARK STREET,SUITE 2050,CHICAGO,IL,60603,UNITED STATES,312-641-7144,312-641-5137,10/17/2018,Y
2012,2785566402,"JP MORGAN SECURITIES, LLC","1125 17TH ST., FLR 2",,DENVER,CO,80202,UNITED STATES,303-244-3388,517-338-0775,,Y
2012,1417197037,WILLIAM BAILES,8999 PALMER ST.,,RIVER GROVE,IL,60171,UNITED STATES,708-583-0100,708-583-0500,,Y
2011,1866638790,"WILDMAN, HARROLD, ALLEN & DIXON, LLP","225 W. WACKER, STE 2800",,CHICAGO,IL,60606,UNITED STATES,312-201-2597,312-201-2555,,Y
2017,1660251613,MAYER BROWN LLP,71 S. WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,312-782-0600,312-701-7711,01/18/2017,Y
2019,1268224308,"UNITED AIRLINES, INC.",233 SOUTH WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,872825-4000,,01/17/2018,Y
2017,556850614,WILLIAM GRIFFIN LTD.,2124 N. CLEVELAND AVE.,,CHICAGO,IL,60614,UNITED STATES,312-222-1500,,01/19/2016,Y
2017,418770777,AT&T ILLINOIS,225 W. RANDOLPH STREET,SUITE 27A,CHICAGO,IL,60606,UNITED STATES,3127272928,,01/11/2017,Y
2016,943046737,KOHLBERG KRAVIS ROBERTS & CO. L.P.,9 WEST 57TH ST.,,NEW YORK,NY,10019,UNITED STATES,212-750-8300,212-750-0003,01/04/2013,Y
2011,1823264755,SAS INSTITUTE INC,100 SAS CAMPUS DR.,,CARY,NC,27513,UNITED STATES,919-531-5865,919-677-4444,,Y
2017,2637601822,"ADS, INC.",621 LYNNHAVEN PKWY SUITE 400,,VIRGINIA BEACH,VA,23452,UNITED STATES,7574166608,,09/25/2017,Y
2014,341477947,SMEAL FIRE APPARATUS CO.,610 WEST 4TH STREET,P.O. BOX 8,SNYDER,NE,68664,UNITED STATES,4025682224,4025682346,12/20/2013,Y
2014,2632098680,SARAH SHEEHAN,"500 N. DEARBORN ST., STE. 1030",,CHICAGO,IL,60654,UNITED STATES,312-755-9000,312-755-9022,01/15/2015,Y
2014,2433703466,"URBAN STRATEGIES, INC.",212 W. WASHINGTON ST,,CHICAGO,IL,60606,UNITED STATES,312-726-1400,312-726-1405,,Y
2019,3945291397,JENNER & BLOCK LLP,353 N CLARK ST,,CHICAGO,IL,60654,UNITED STATES,312-222-9350,312-527-0484,06/13/2013,Y
2014,2492731451,"CHICAGO / SPRINGFIELD CONSULTANTS, LLC",230 W. MONROE  #230,,CHICAGO,IL,60606,UNITED STATES,312-726-7237,312-984-0878,,Y
2018,105721644,XSIGHT SYSTEMS,303 WYMAN ST.,SUITE 300,WALTAHM,MA,02451,UNITED STATES,7813308466,,08/03/2017,Y
2011,3548056522,DLA PIPER US LLP,203 N. LASALLE ST. SUITE 1900,,CHICAGO,IL,60615,UNITED STATES,312-368-4000,312-236-7516,,Y
2020,877062672,"CITIBANK, N.A.",388 GREENWICH ST.,22ND FLOOR,NEW YORK,NY,10013,UNITED STATES,813604-1793,,01/15/2020,Y
2018,792010830,F4 CONSULTING LTD.,758 N. LARRABEE ST. #824,,CHICAGO,IL,60654,UNITED STATES,312-593-5400,,01/18/2014,Y
2011,3214844668,MAYER BROWN LLP,71 S. WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,312-782-0600,312-706-7711,,Y
2019,1909332671,NATIONAL RAILROAD PASSENGER CORPORATION D/B/A AMTRAK,500 W. JACKSON BLVD.,,CHICAGO,IL,60661,UNITED STATES,3125445118,202-799-6326,10/14/2019,Y
2011,1919221639,DOMINICK'S,711 JORIE BLVD,,OAK BROOK,IL,60523,UNITED STATES,630-891-5730,630-891-5720,,Y
2020,3081617820,CIBC,120 S. LASALLE STREET,,CHICAGO,IL,60603,UNITED STATES,312-564-6885,,01/24/2020,Y
2020,3874356063,"JAM PRODUCTIONS, LTD.",207 W. GOETHE,,CHICAGO,IL,60610,UNITED STATES,312-266-6262,,01/03/2020,Y
2019,3356143847,STERN BROTHERS & CO.,8000 MARYLAND AVENUE,SUITE 800,ST. LOUIS,MO,63105,UNITED STATES,314-743-3053,314-727-7313,08/08/2017,Y
2011,3284745923,SUPERVALU D/B/A JEWEL-OSCO AND SAVE-A-LOT,"150 PIERCE RD., STE. 200",,ITASCA,IL,60443,UNITED STATES,630-948-6425,630-948-666,,Y
2011,830017500,"KEANE, INC",100 CITY SQUARE,,BOSTON,MA,02129,UNITED STATES,800-745-3263,617-241-9507,,Y
2016,3320773424,AFSCME COUNCIL 31,"205 N. MICHIGAN AVE., STE. 2100",,CHICAGO,IL,60601,UNITED STATES,312-641-6060,312-861-1672,,Y
2015,37149879,LAUBE CONSULTING GROUP LLC,200 S. WACKER DR.  STE. 3100,,CHICAGO,IL,60606,UNITED STATES,312-674-4537,312-275-747,,Y
2015,1544987690,HOWARD PIGGEE,215 W. SUPERIOR STREET,SUITE 300,CHICAGO,IL,60654,UNITED STATES,3126140887,3127894440,12/02/2014,Y
2019,2914310219,GREGORY J. STEADMAN,1174 BETSY ROSS PLACE,,BOLINGBROOK,IL,60490,UNITED STATES,2249352731,,12/28/2018,Y
2016,4073042207,"WAL-MART STORES, INC.",2608 SE J STREET,,BENTONVILLE,AR,72716,UNITED STATES,479-204-8618,,12/23/2015,Y
2016,3806928142,"THE INTELLIGENCE GROUP, LTD",2930 S MICHIGAN AVE,UNIT 100,CHICAGO,IL,60616,UNITED STATES,312-344-1288,,10/29/2015,Y
2012,1471098822,"THE EMERALD GROUP,LLC",27 DEERPATH RD,,DEER PARK,IL,60010,UNITED STATES,3128826900,,10/06/2012,Y
2017,3892973517,"NEXT PARKING, LLC",400 SKOKIE BLVD,STE. 800,NORTHBROOK,IL,60062,UNITED STATES,847-881-2001,847-881-2200,07/02/2015,Y
2018,1526170794,CROWN CASTLE,1220 AUGUSTA DRIVE,,HOUSTON,TX,770057,UNITED STATES,724-416-2200,,08/30/2018,Y
2017,460031128,TIMOTHY BARTON,5401 S. HYDE PARK BLVD.,APT. 205,CHICAGO,IL,60615,UNITED STATES,7733046458,,08/11/2015,Y
2018,14825330,"DYKEMA GOSSETT, PLLC",10 SOUTH WACKER DRIVE,SUITE 2300,CHICAGO,IL,60606,UNITED STATES,312627-8325,,01/21/2013,Y
2012,3650942718,"CONLON PULBIC STRATEGIES, INC","350 N. LASALLE ST., STE. 1420",,CHICAGO,IL,60610,UNITED STATES,312-855-8500,312-855-0488,,Y
2017,14960079,"TEMCO MACHINERY, INC.",1401 N. FARNSWORTH AVENUE,,AURORA,IL,60505,UNITED STATES,630-978-5151,,02/05/2013,Y
2014,124970713,"KUBASIAK, FYLSTRA, THORPE & ROTUNNO, PC",20 S. CLARK ST,STE. 2900,CHICAGO,IL,60603,UNITED STATES,312-630-9600,312-630-7939,09/16/2013,Y
2018,2424418572,ALTRIA CLIENT SERVICES INC. AND ITS AFFILIATES,180 E. BROAD STREET,SUITE 1704,"COLUMBUS, OH",OH,43215,UNITED STATES,614-225-1923,614-225-1925,01/07/2016,Y
2013,208517889,DIRECTV,"90 STATE ST., STE 700",,ALBANY,NY,12207,UNITED STATES,518-597-4639,,,Y
2017,1984146012,GOOGLE INC.,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,CA,94043,UNITED STATES,415389-6800,415388-6874,06/27/2012,Y
2018,3579647280,UBS FINANCIAL SERVICES INC.,ONE N. WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,312-525-4120,,09/06/2017,Y
2015,2027377615,AT&T ILLINOIS,"225 W. RANDOLPH ST., STE.27A",,CHICAGO,IL,60606,UNITED STATES,312-727-4221,312-727-3722,,Y
2019,2609269962,THE CONSENSUS GROUP CHICAGO,333 N. MICHIGAN AVE,SUITE 300,CHICAGO,IL,60601,UNITED STATES,312-755-3531,,09/26/2019,Y
2019,3753948235,MES FIRE,132 EISENHOWER SOUTH,,LOMBARD,IL,60148,UNITED STATES,6302157594,,01/16/2019,Y
2020,3639124300,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,1350 E. TOUHY AVENUE,SUITE 300 E.,DES PLAINES,IL,60018-3303,UNITED STATES,8472945064,,12/19/2017,Y
2016,2729578968,MICHAEL ABRAMSON,TWO PRUDENTIAL PLAZA,180 N. STETSON AVE.  47TH FLOOR,CHICAGO,IL,60601,UNITED STATES,312-471-2900,,01/26/2016,Y
2013,2039809282,"WAL-MART STORES, INC.","702 S. W. 8TH ST., MS 0350",,BENTONVILLE,AR,72716,UNITED STATES,479-277-0425,,,Y
2018,1560077785,"B-P CONSULTANTS, INC.","33 N. LASALLE ST., STE 3300",,CHICAGO,IL,60602,UNITED STATES,312-735-1449,708-448-1133,,Y
2017,512986367,FISK KART KATZ REGAN,77 W. WASHINGTON ST.,,CHICAGO,IL,60602,UNITED STATES,312726-1833,312726-4622,01/26/2016,Y
2011,3151869688,MK COMMUNICATIONS,350 W. HUBBARD ST. #200,,CHICAGO,IL,60610,UNITED STATES,312-822-0505,312-822-0568,,Y
2013,1560077785,"B-P CONSULTANTS, INC.","33 N. LASALLE ST., STE 3300",,CHICAGO,IL,60602,UNITED STATES,312-735-1449,708-448-1133,,Y
2015,2306857606,MCGLADREY LLP,ONE SOUTH WACKER DRIVE,SUITE 800,CHICAGO,IL,60606,UNITED STATES,3126344729,3126343410,01/31/2013,Y
2016,1295189930,ILLINOIS RETAIL MERCHANTS ASSOCIATION,216 BROADWAY,,SPRINGFIELD,IL,62701,UNITED STATES,217-544-1003,217-528-0616,01/15/2014,Y
2013,3801852366,JP MORGAN SECURITIES LLC,10 S. DEARBORN,FLR 13,CHICAGO,IL,60603,UNITED STATES,312-385-8485,312-794-7378,01/29/2013,Y
2019,3039441478,BMO HARRIS BANK NA,"111 W. MONROE, 8C",,CHICAGO,IL,60603,UNITED STATES,312-461-6199,312-293-4702,01/18/2017,Y
2017,1070149987,"ASTELLAS PHARMA US, INC.","1001 G STREET, NW",SUITE 800/900E,WASHINGTON,DC,20001,UNITED STATES,202-741-1963,,03/24/2017,Y
2017,439741669,"JAY CURTIS CONSULTING, LLC",3211 N ROCKWELL ST,,CHICAGO,IL,60618,UNITED STATES,6185585702,,06/03/2016,Y
2012,1058838862,LAWRENCE SUFFREDIN,"111 E. WACKER DRIVE, SUITE 2800",,CHICAGO,IL,60601,UNITED STATES,312-836-4120,312-527-2012,,Y
2017,3923898336,ROOSEVELT GROUP,328 SOUTH JEFFERSON STREET,SUITE 909,CHICAGO,IL,60661,UNITED STATES,312-332-6600,312-332-041,01/20/2017,Y
2011,350696525,AMERICAN AIRLINES / AMR CORP.,4333 AMON CARTER BLVD.,,FT. WORTH,TX,76155,UNITED STATES,817-967-1575,817-967-1499,,Y
2017,3883012607,"BONI, INC.",222 W MERCHANDISE MART PLAZA,SUITE 1212,CHICAGO,IL,60654,UNITED STATES,3122599114,,10/25/2017,Y
2016,3865449194,ROOSEVELT GROUP,600 W. VAN BUREN ST,SUITE 909,CHICAGO,IL,60607,UNITED STATES,3123326600,,06/13/2016,Y
2013,1715056958,"XEROX BUSINESS SERVICES, LLC","1800 M ST., NW STE. 700",,WASHINGTON,DC,20036,UNITED STATES,202-776-1005,202-378-2610,06/29/2012,Y
2015,1114056529,CITIGROUP GLOBAL MARKETS INC.,"390 GREENWICH ST., 2ND FLR",,NEW YORK,NY,10013,UNITED STATES,312-816-6000,212-723-8939,,Y
2017,3806481242,ILLINOIS PHARMACISTS ASSOCIATION,204 WEST COOK STREET,,SPRINGFIELD,IL,62704,UNITED STATES,2175227300,2175227349,10/09/2017,Y
2018,1853498320,MK COMMUNICATIONS,350 W. HUBBARD ST. #200,,CHICAGO,IL,60654,UNITED STATES,312-822-0505,312-822-0568,10/15/2014,Y
2019,3928589088,HOOGENDOORN & TALBOT LLP,122 SOUTH MICHIGAN AVENUE,SUITE 1220,CHICAGO,IL,60603,UNITED STATES,3122945752,3127860708,05/29/2018,Y
2019,2827140159,LANDMARK DEVELOPMENT VI LLC,1550 S. INDIANA STREET,SUITE 200,CHICAGO,IL,60605,UNITED STATES,612-518-4748,,12/05/2018,Y
2019,3754036732,THINKINC.,3534 N. HERMITAGE AVE. SUITE 401,,CHICAGO,IL,60657,UNITED STATES,7737047246,,07/29/2019,Y
2012,1812942272,KEYBANK NATIONAL ASSOCIATION,127 PUBLIC SQUARE,,CLEVELAND,OH,44114,UNITED STATES,216-689-3420,216-689-4672,,Y
2012,1699909216,SEIU LOCAL 1,111 E. WACKER 25TH FLR,,CHICAGO,IL,60601,UNITED STATES,312-240-1600,,,Y
2015,1926840310,LOCKE LORD LLP,111 S. WACKER DRIVE,41 FLOOR,CHICAGO,IL,60606,UNITED STATES,312-443-0306,,07/01/2014,Y
2013,3494864901,MERCURY,701 8TH STREET NW,SUITE 650,WASHINGTON,DC,20001,UNITED STATES,2022614000,,09/09/2013,Y
2016,3938395334,WILLIAM BLAIR AND CO.,222 W. ADAMS ST.,,CHICAGO,IL,60606,UNITED STATES,312-236-1600,312-236-0174,,Y
2020,3303753636,"CHICAGO PARKING METERS, LLC",205 NORTH MICHIGAN AVENUE,SUITE 1910,CHICAGO,IL,60601,UNITED STATES,312-262-6860,,01/21/2020,Y
2016,1706868476,"INTERSTATE JCDECAUX, LLC",3959 S MORGAN,,CHICAGO,IL,60609,UNITED STATES,4153103488,,01/19/2015,Y
2021,2908316062,COMMON CAUSE ILLINOIS,205 W. RANDOLPH,,CHICAGO,IL,60606,UNITED STATES,3123722422,,12/09/2019,Y
