COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_AMOUNT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
3574963526,01/01/2013,03/31/2013,3986,RICHARD,,WENDY,5000.00,253850911,"DRAPER & KRAMER, INC",04/03/2013
4135864769,07/01/2018,09/30/2018,11493,SEAN,,OSHEA,5000.00,2639737777,"BLUEBIRD NETWORK, LLC",10/17/2018
1071954528,07/01/2015,09/30/2015,3864,SYLVIA,C,MICHAS,1781.25,2134732476,"ROSEBUD RESTAURANTS, INC.",01/14/2016
3754341820,04/01/2014,06/30/2014,3767,JESSE,,DODSON,500.00,775627422,FRED EYCHANER,09/08/2014
1426841522,07/01/2015,09/30/2015,11942,MATTHEW,B,GOMEZ-MESQUITA,17719.00,2445749078,UNITED CENTER JOINT VENTURE,01/28/2016
3714307093,07/01/2018,09/30/2018,16801,YUHONG,A,ZHANG,267.00,3255146644,AMERICAN AIRLINES,10/12/2018
1554865665,10/01/2018,12/31/2018,18604,FREDERIC,B.,KROL,2000.00,1436416759,"STERLING BAY, LLC AND ITS AFFILIATES",01/18/2019
3356287336,07/01/2013,09/30/2013,4010,RICHARD,,KLAWITER,5000.00,2420324757,RELATED MIDWEST,10/21/2013
3905640464,04/01/2014,06/30/2014,4126,MICHAEL,A,ALVAREZ,3000.00,3272714903,VECTOR MEDIA,12/01/2014
3540229607,10/01/2018,12/31/2018,15081,LIZ,,BUTLER,5000.00,4200067185,601 W COMPANIES,02/19/2019
4269717095,10/01/2017,12/31/2017,9481,KATHERINE,,JAHNKE-DALE,2500.00,893654486,RELATED MIDWEST,01/24/2018
1488340968,01/01/2012,06/30/2012,3763,ANDY,,GOTTSCHALK,10000.00,2165986186,KPMG LLP,08/10/2012
3142241222,01/01/2017,03/31/2017,4155,THOMAS,J,MURPHY,10000.00,842254483,MILLERCOORS LLC,11/01/2017
2825224022,01/01/2017,03/31/2017,4094,DANIELLE,,CASSEL,5000.00,2884668015,1600 E 53RD ST. LLC,10/10/2017
3830745433,04/01/2019,06/30/2019,3985,PAUL,,ROSENFELD,4000.00,1400544181,"CASH AMERICA, INC",10/21/2019
3542168666,07/01/2016,09/30/2016,4246,JOSEPH,P.,GATTUSO,120.00,2190338676,EMPOWER TO SUCCEED,01/18/2017
2266530272,07/01/2014,09/30/2014,6842,JOHN,J,GEORGE,5000.00,3783563125,O'DONNELL INVESTMENT CO,01/26/2015
1810587666,07/01/2018,09/30/2018,15661,LISSA,E.,DRUSS,10000.00,677719506,MEDICI LIVING INC.,10/12/2018
3067704850,04/01/2018,06/30/2018,9743,MICHAEL,,ALEXANDER,5000.00,3328326098,CAMELOT EDUCATION,10/15/2018
3269603047,07/01/2019,09/30/2019,16501,REYAHD,,KAZMI,3000.00,3744399402,"MONTERREY SECURITY CONSULTANTS, INC.",10/16/2019
2795144032,04/01/2013,06/30/2013,4177,STEPHEN,B,FRIEDMAN,3500.00,1835717289,TCA PROPERTIES,07/22/2013
1406969695,10/01/2016,12/31/2016,3925,JAMES,J,BANKS,500.00,1689008996,JEROME GAGERMAN,01/20/2017
1036964139,04/01/2017,06/30/2017,19001,SARA,,BARNES,75.00,2398835223,2100 IRVING LLC C/O BOBBY BURLESON,07/20/2017
2006932418,10/01/2015,12/31/2015,9601,ROGER,H,BICKEL,1500.00,1167544684,"THE GROVE, INC",01/15/2016
1831730983,01/01/2018,03/31/2018,14921,PATRICK,,CAREY,15000.00,528825575,PNC BANK,10/19/2018
788955018,04/01/2016,06/30/2016,3739,COURTNEY,C,NOTTAGE,24000.00,2749244005,"ANDELL, INC.",11/02/2016
1917228350,10/01/2012,12/31/2012,4122,JOHN,A,CARPENTER,500.00,99251305,CHICAGOLANE CHAMBER OF COMMERCE,01/22/2013
3031173000,10/01/2014,12/31/2014,4397,WARREN,E,SILVER,630.00,3175943804,REV.BILLY'S CHOP SHOP INC.,01/22/2015
3361414620,07/01/2019,09/30/2019,3744,TIMOTHY,J,DART,2500.00,2168637425,UNITED HEALTHCARE SERVICES,10/18/2019
962969103,04/01/2016,06/30/2016,3925,JAMES,J,BANKS,500.00,776926489,ERIC WHITTENBERG,07/20/2016
3668697628,07/01/2013,09/30/2013,3753,LANGDON,D,NEAL,2300.00,65474664,MERCY HOME FOR BOYS & GIRLS,12/16/2013
675203031,07/01/2013,09/30/2013,6842,JOHN,J,GEORGE,500.00,3381449448,"JUPITER REALTY COMPANY,. LLC",01/30/2014
1884025716,04/01/2014,06/30/2014,3744,TIMOTHY,J,DART,3500.00,3004433291,JPMORGAN CHASE & CO.,07/29/2014
106851869,10/01/2015,12/31/2015,4010,RICHARD,,KLAWITER,5000.00,3503387740,NEWCASTLE LIMITED,01/23/2017
699092648,10/01/2019,12/31/2019,9041,PETER,,FROEHLICH,2100.00,1142196526,"UNITED AIRLINES, INC.",01/16/2020
1829283440,10/01/2015,12/31/2015,5861,THOMAS,S,MOORE,2126.00,1631910073,"KRAMER, SCOTT",01/08/2016
1763597650,10/01/2017,12/31/2017,4193,JOHN,F,DUNN,40500.00,3391212769,LYFT,01/19/2018
293186870,10/01/2014,12/31/2014,4246,JOSEPH,P.,GATTUSO,510.00,406689349,"KENNEDY-JORDAN MANOR, LLC",06/11/2015
2736785409,07/01/2018,09/30/2018,4072,JOHN,L,BOROVICKA,8548.97,3013958258,FCO ADVISORS LP,10/17/2018
3506724007,07/01/2016,09/30/2016,5127,PAT,,DOERR,3500.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,10/17/2016
4179596121,07/01/2016,09/30/2016,3890,KATHLEEN,A,DUNCAN,2000.00,3082099565,"LAKESHORE EAST, LLC",10/27/2016
3075191580,07/01/2016,09/30/2016,11942,MATTHEW,B,GOMEZ-MESQUITA,12443.00,2482821369,WENDY'S COMPANY,10/14/2016
84401257,07/01/2015,09/30/2015,4007,JOHN,J,"KELLY, JR.",7500.00,369125911,ELECTION SYSTEMS AND SOFTWARE,01/19/2016
1736317465,07/01/2014,09/30/2014,3826,THOM,M,SERAFIN,15000.00,2002240735,"WALMART STORES, INC.",10/23/2014
3356287336,07/01/2013,09/30/2013,4126,MICHAEL,A,ALVAREZ,5000.00,2906161883,ST. ANTHONY HOSPITAL,04/09/2014
2426166761,01/01/2015,03/31/2015,3995,DAVID,L,REIFMAN,5000.00,715201486,CHICAGO NEIGHBORHOOD INITIATIVES,06/12/2015
1164265371,10/01/2013,12/31/2013,3809,MICHAEL,J,DILORENZO,3718.00,1679954672,WATER TOWER PLACE LLC,02/05/2014
2923371840,10/01/2012,12/31/2012,4157,BRIDGET,M,O'KEEFE,640.00,605753884,AGC WEST TOWN CENTER OWNER LLC,01/28/2013
528434155,01/01/2012,06/30/2012,4010,RICHARD,,KLAWITER,5000.00,2280570463,"CROSSROADS DEVELOPMENT PARTNERS, LLC",11/01/2012
2076642948,01/01/2019,03/31/2019,4193,JOHN,F,DUNN,21000.00,136804592,SONDER,04/18/2019
1839299487,07/01/2018,09/30/2018,18603,ERIN,,CABONARGI,1.00,1436416759,"STERLING BAY, LLC AND ITS AFFILIATES",10/23/2018
2460523954,10/01/2018,12/31/2018,4072,JOHN,L,BOROVICKA,10500.00,409842167,NORTHWESTERN UNIVERSITY,01/18/2019
1156141944,01/01/2014,03/31/2014,4303,JEFFREY,N,OWEN,10000.00,1470285405,"LAKE PARK ASSOCIATES, INC.",09/08/2014
1554865665,10/01/2018,12/31/2018,22001,ELIZABETH,D,SANTIS,2000.00,2515803476,ZS DEV CORP.,12/30/2018
3350416485,04/01/2016,06/30/2016,3752,MITCHELL,A,CARRELL,4000.00,2296825793,PHOENIX DEVELOPMENT PARTNERS,12/22/2016
2963652341,01/01/2012,06/30/2012,4353,SCOTT,,BURNHAM,6000.00,1159850102,"ELECTION SYSTEMS & SOFTWARD, LLC",08/06/2012
223011609,04/01/2018,06/30/2018,3739,COURTNEY,C,NOTTAGE,20001.00,1956522377,DELAWARE NORTH COMPANIES,10/11/2018
2617780736,10/01/2016,12/31/2016,13202,TYLER,,MANIC,5000.00,527801838,"SAFFRON CAPITAL PARTNERS, LLC",01/18/2017
139817896,10/01/2015,12/31/2015,4068,DONNA,J,PUGH,14955.00,1273406239,PRESENCE HEALTH SYSTEM,01/27/2016
1127355952,04/01/2015,06/30/2015,4228,NEAL,H,ATTERMANN,480.77,709492975,CITIGROUP GLOBAL MARKETS INC.,07/16/2015
3845485898,10/01/2012,12/31/2012,4193,JOHN,F,DUNN,4000.00,2234633959,ALLVISION,01/23/2013
788959673,07/01/2018,09/30/2018,4348,WILLIAM,JP,BANKS,3905.74,2733596178,"KIMBALL BRYN MAWR STORES, LLC",10/18/2018
3062401834,01/01/2016,03/31/2016,6842,JOHN,J,GEORGE,500.00,2142331389,TCA HOLDINGS LLC,12/15/2016
1065690288,10/01/2017,12/31/2017,20167,MICHAEL,,MCINTYRE,129.80,2395332852,"UBS FINANCIAL SERVICES, INC.",01/06/2018
1581076992,01/01/2012,06/30/2012,4155,THOMAS,J,MURPHY,12000.00,548915901,NORTHWESTERN MEMORIAL HOSPITAL,10/22/2012
368221803,10/01/2012,12/31/2012,3833,PAUL,W,SHADLE,3000.00,2701121005,PRIME GROUP REALTY TRUST,01/30/2013
3218979567,07/01/2018,09/30/2018,4072,JOHN,L,BOROVICKA,2500.00,2771929584,ELECTRONIC KNOWLEDGE INTERCHANGE,10/17/2018
3805776145,07/01/2016,09/30/2016,6104,LAWRENCE,S.,ADELSON,650.00,3158722173,"LOMA MANAGEMENT SERVICES, LLC",01/13/2017
1041101909,04/01/2019,06/30/2019,3744,TIMOTHY,J,DART,1250.00,1705478709,STERLING BAY COMPANIES,10/18/2019
2122568093,04/01/2018,06/30/2018,4318,THOMAS,A,MANION,1500.00,814940681,BENCHMARK,07/16/2018
2240685338,10/01/2019,12/31/2019,19002,NICK,,FTIKAS,500.00,1765833656,MARTINEZ SUPERMARKET INC. C/O RUDY MARTINEZ,01/21/2020
4183666077,10/01/2019,12/31/2019,5861,THOMAS,S,MOORE,2500.00,2884819839,"ZEMAN, TOMAS",01/06/2020
4045217461,10/01/2014,12/31/2014,3845,ROLANDO,R,ACOSTA,15000.00,529504217,BAKER DEVELOPMENT CORPORATION,01/20/2015
4128886971,10/01/2016,12/31/2016,3882,FRANK,J,OLIVO,12000.00,3326228687,COMMONWEALTH EDISON,01/10/2017
825814919,07/01/2015,09/30/2015,3753,LANGDON,D,NEAL,1900.00,3910385169,CHICAGO BOARD OF EDUCATION,10/14/2015
3194747504,04/01/2016,06/30/2016,14081,MICHAEL,D,NOONAN,5390.00,531536487,WENDY'S OLD FASHIONED HAMBURGERS,10/14/2016
1697026152,07/01/2019,09/30/2019,4068,DONNA,J,PUGH,52219.00,1548555980,GENERAL GROWTH PROPERTIES,10/18/2019
3771124168,07/01/2018,09/30/2018,4319,LAWRENCE,J,SUFFREDIN,3000.00,425110065,AMAZON.COM,10/11/2018
3031545794,10/01/2013,12/31/2013,4169,MARIAH,,DIGRINO,1000.00,2562962532,RIVER REALTY PARTNERS,02/13/2014
336153911,07/01/2015,09/30/2015,4260,MICHAEL,R,LUFRANO,5000.00,3247809972,"CHICAGO CUBS BASEBALL CLUB, LLC",10/16/2015
2405059000,07/01/2013,09/30/2013,4224,BARBARA,,ROBERTS,13750.00,4117277579,"XEROX BUSINESS SERVICES, LLC",10/21/2013
2999463846,10/01/2015,12/31/2015,3740,MICHAEL,J,KASPER,15000.00,589954167,HILTON WORLDWIDE,01/13/2016
3311593392,10/01/2019,12/31/2019,11493,SEAN,,OSHEA,10000.00,2593747168,"MILLENNIUM PARK GARAGES, LLC",01/13/2020
2327633617,10/01/2012,12/31/2012,4152,PATRICIA,,HOLDEN,78.36,2077977336,"BANK OF AMERICA CORP.%2F BANK OF AMERICA,NA",01/17/2013
74658137,01/01/2013,03/31/2013,4195,TIMOTHY,K.,HINCHMAN,4250.00,2417311969,MCDONALD'S CORPORATION,04/02/2013
3472865617,10/01/2019,12/31/2019,3847,GRAHAM,C,GRADY,1000.00,2088261038,ALBANY PARK THEATRE PROJECT,01/21/2020
4256550025,10/01/2015,12/31/2015,3837,MICHAEL,P,CIACCIO,2000.00,4051249421,TEAMSTERS JOINT COUNCIL 25,12/29/2015
3579015601,01/01/2013,03/31/2013,3740,MICHAEL,J,KASPER,27000.00,3394870580,UBER,12/05/2013
1056997841,01/01/2018,03/31/2018,4019,ROBERT,S,MARKIN,900.00,788500395,REPUBLIC SERVICES INC.,10/23/2018
3623758643,01/01/2017,03/31/2017,6405,KARA,H,SALGADO,22407.00,2618099684,WEST TOWN CHICAGO CHAMBER OF COMMERCE BOARD OF DIRECTORS AND VOTING MEMBERS,04/26/2017
2593775982,10/01/2014,12/31/2014,3926,ROBERT,S,MOLARO,8000.00,679789531,"CAPITOL CONSULTING GROUP ILLINOIS, LLC",01/12/2015
1404174759,04/01/2013,06/30/2013,3763,ANDREW,F,GOTTSCHALK,2500.00,244384305,KPMG LLP,07/15/2013
3711735831,01/01/2014,03/31/2014,3836,JOHN,A,DOERRER,7500.00,3354102318,GILBANE BUILDING CO.,07/03/2014
525590215,01/01/2017,03/31/2017,5861,THOMAS,S,MOORE,744.00,4063108855,"SOUKUP, JAMES",09/28/2017
1659431515,10/01/2017,12/31/2017,3836,JOHN,A,DOERRER,9000.00,3002606964,HEXAGON SI,01/04/2018
1294343045,01/01/2015,03/31/2015,6842,JOHN,J,GEORGE,500.00,3105756693,GARVEY COURT LLC,11/25/2015
3360654240,01/01/2016,03/31/2016,3743,MARCUS,J.,NUNES,1925.00,3716909534,JOEL KENNEDY CONSTRUCTING CORP.,07/13/2016
86815180,07/01/2015,09/30/2015,4074,TERRY,W,TEELE,3000.00,3571505803,THE LEONIS GROUP,10/22/2015
1502612954,07/01/2019,09/30/2019,21101,MICHAEL,,HOULIHAN,10000.00,1883249655,"CITY TECHNOLOGY CENTER, LLC",10/25/2019
110458418,07/01/2015,09/30/2015,4193,JOHN,F,DUNN,2500.00,619813404,HARRIS & HARRIS,12/23/2015
4147163645,10/01/2014,12/31/2014,3767,JESSE,,DODSON,2000.00,4280839288,URBAN FORM LLC,01/09/2015
2617780736,10/01/2016,12/31/2016,3833,PAUL,W,SHADLE,5000.00,838067025,"AG-OCG 360 NORTH MICHIGAN, L.L.C.",01/17/2017
3438291639,07/01/2017,09/30/2017,3739,COURTNEY,C,NOTTAGE,20000.00,2544932985,"PFIZER, INC.",12/08/2017
140408071,10/01/2012,12/31/2012,4011,THEODORE,J,NOVAK,2500.00,3182531413,CHICAGO LAKESIDE DEVELOPMENT LLC,01/30/2013
2555584135,10/01/2013,12/31/2013,5282,RICHARD,J,GUIDICE,10000.00,1303874331,"EXP US SERVICES, INC.",01/09/2014
4256550025,10/01/2015,12/31/2015,4267,JEFFERY,R,PALO,2000.00,2002521752,"JOHNSON CONTROLS, INC",01/20/2016
3020083394,10/01/2017,12/31/2017,9601,ROGER,H,BICKEL,1500.00,3825811174,"THE GROVE, INC.",01/16/2018
4256550025,10/01/2015,12/31/2015,4173,PETER,,CASSEL,2000.00,772880350,"SOLSTICE ON THE PARK, LLC",01/08/2016
3526232061,10/01/2016,12/31/2016,3744,TIMOTHY,J,DART,3000.00,2067151697,GENERAL MOTORS LLC,01/04/2017
475856832,01/01/2014,03/31/2014,4081,VICTOR,H,REYES,3000.00,3530721851,"EZPAWN, ILLINOIS, INC",09/11/2014
528434155,01/01/2012,06/30/2012,4064,WILLIAM,M,FILAN,5000.00,2840477102,JP MORGAN CHASE & CO.,02/13/2013
3901565810,10/01/2016,12/31/2016,3836,JOHN,A,DOERRER,9000.00,2781429364,AMERICAN PETROLEUM INSTITUTE,01/04/2017
819828805,07/01/2018,09/30/2018,20566,COLLIN,,TEAGUE,120.00,440575613,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC.",10/17/2018
4042858431,04/01/2015,06/30/2015,4162,MARY,K,MINAGHAN DBA MKM SERVICES,7500.00,4081037560,CHICAGOLAND APARTMENT ASSOCIATION,07/08/2015
2206863401,01/01/2012,06/30/2012,4003,SCOTT,E,SAEF,6142.50,127268315,NORTHWESTERN UNIVERSITY,08/30/2012
4135864769,07/01/2018,09/30/2018,6842,JOHN,J,GEORGE,5000.00,2352666264,"LAKESHORE EAST, LLC",10/19/2018
356339299,07/01/2019,09/30/2019,3847,GRAHAM,C,GRADY,4500.00,4113011310,"STEIN, GIEL",10/21/2019
2335160956,07/01/2019,09/30/2019,3833,PAUL,W,SHADLE,5000.00,3482008703,"THE HABITAT COMPANY, LLC",01/15/2020
32865001,01/01/2012,06/30/2012,3912,TERRY,M,GABINSKI,30000.00,3532722787,G & A CONSTRUCTION,08/28/2012
360337641,07/01/2015,09/30/2015,3877,GYATA,M,KIMMONS,15000.00,2002240735,"WALMART STORES, INC.",12/11/2015
3827856110,01/01/2014,03/31/2014,3925,JAMES,J,BANKS,500.00,263526601,INNOVARE PROPERTIES C/O JOHN PAOLELLA,05/07/2014
1394325386,10/01/2016,12/31/2016,3753,LANGDON,D,NEAL,3200.00,3910385169,CHICAGO BOARD OF EDUCATION,01/23/2017
4256550025,10/01/2015,12/31/2015,4267,JEFFERY,R,PALO,2000.00,1660875226,"AECOM USA, INC.",01/20/2016
2437284700,07/01/2019,09/30/2019,4162,MARY,K,MINAGHAN DBA MKM SERVICES,1125.00,1654693181,CBRE PROPERTY MANAGEMENT,01/23/2020
795190489,04/01/2013,06/30/2013,3739,COURTNEY,C,NOTTAGE,15000.00,1587179816,COLUMBIA COLLEGE CHICAGO,09/24/2013
2304192999,01/01/2012,06/30/2012,3809,MICHAEL,J,DILORENZO,7369.00,1752764813,215 W HUBBARD LLC,01/29/2013
1650434704,07/01/2014,09/30/2014,3744,TIMOTHY,J,DART,3000.00,2613885192,INTERPARK INCORPORATED,10/14/2014
3094787000,01/01/2016,03/31/2016,4157,BRIDGET,M,O'KEEFE,512.00,823818172,632 N DEARBORN LLC,08/15/2016
3303468233,07/01/2013,09/30/2013,4826,FREDA,,WANG,214.00,1588753313,"GOLDMAN, SACHS & CO",10/15/2013
4222786733,10/01/2019,12/31/2019,4246,JOSEPH,P.,GATTUSO,104.00,2573269783,"BLUE PLATE CATERING, INC.",01/21/2020
704733348,04/01/2019,06/30/2019,4007,JOHN,J,KELLY,45000.00,3581603304,BRE 312 OWNER LLC AND BRE RIVER NORTH POINT OWNER LLC,11/20/2019
11080823,07/01/2014,09/30/2014,4007,JOHN,J,"KELLY, JR.",11250.00,605986640,CHICAGO AUTOMOBILE TRADE ASSOCIATION,06/08/2015
3827856110,01/01/2014,03/31/2014,6842,JOHN,J,GEORGE,500.00,1520219731,"CHICAGO FIRE COMMISSARY / ZWICK, ROBERT",01/26/2015
3550590191,04/01/2018,06/30/2018,20226,LISA,,SCHRADER,1980.77,3604210063,"UBER TECHNOLOGIES, INC. AND AFFILIATES",07/16/2018
3870717736,04/01/2013,06/30/2013,4003,SCOTT,E,SAEF,637.50,2781966865,YMCA OF METROPOLITAN CHICAGO,07/22/2013
2218137679,01/01/2012,06/30/2012,3972,ANNA,,KIMSEY,7200.00,922028707,"ROSETTA STONE, INC",11/08/2012
1210441438,07/01/2019,09/30/2019,10901,SAMANTHA,,COSTANZO,1142.86,125083315,CITIGROUP GLOBAL MARKETS INC.,10/10/2019
2326937407,04/01/2013,06/30/2013,4304,ANDREW,P,SCOTT,1000.00,2973305185,OXFORD CAPITAL GROUP LLC,07/19/2013
1104217555,10/01/2016,12/31/2016,8301,JAMES,L,OAKLEY,1472.00,3040050462,"POONJA, ALI & FAISAL",01/11/2017
2525569250,04/01/2016,06/30/2016,5322,SCOTT,J,HEYMAN,749.78,3391212769,LYFT,07/19/2016
4143939989,01/01/2014,03/31/2014,5403,KEVIN,,WRENN,1188.45,4200470682,"CITIBANK, NA",04/11/2014
3816236009,07/01/2017,09/30/2017,3824,DANIEL,L,SHOMON,9000.00,2136398752,ENVIRONMENTAL DESIGN INTERNATIONAL,10/18/2017
1841577889,04/01/2016,06/30/2016,12901,HOLLY,,COOPER,1378.20,2627841836,"XEROX BUSINESS SERVICES, LLC",07/11/2016
1449248307,04/01/2013,06/30/2013,3877,GYATA,M,KIMMONS,7000.00,4131476382,"WENDELLA SIGHTSEEING CO., INC",12/04/2013
2335160956,07/01/2019,09/30/2019,15081,LIZ,,BUTLER,5000.00,932072515,"PORTAGE PARK CAPITAL, LLC",01/17/2020
2169248667,04/01/2018,06/30/2018,3836,JOHN,A,DOERRER,7500.00,2286418664,MCDONALD'S CORPORATION,07/02/2018
3684366966,04/01/2018,06/30/2018,5701,PAUL,L.,WILLIAMS,3333.33,3957660628,ALTRIA CLIENT SERVICES INC. AND ITS AFFILIATES,07/06/2018
2376832250,01/01/2012,06/30/2012,3852,ROBERT,H,GOLDMAN,2500.00,1812933646,GRANITE DEVELOPMENT (MASTER) CORP,10/05/2012
697423024,01/01/2013,03/31/2013,4157,BRIDGET,M,O'KEEFE,512.00,111619730,ZELLER DEVELOPMENT CORPORATION,07/30/2013
1581390261,04/01/2017,06/30/2017,15081,LIZ,,BUTLER,2000.00,699229127,"STRUCTURED DEVELOPMENT, LLC",01/24/2018
536104532,01/01/2013,03/31/2013,4064,WILLIAM,M,FILAN,3000.00,175174885,PEPSI AMERICAS GENERAL BOTTLES,10/08/2013
4272273173,04/01/2019,06/30/2019,9481,KATHERINE,,JAHNKE-DALE,3000.00,3399829339,THOR EQUITIES,10/31/2019
3803695682,10/01/2012,12/31/2012,3753,LANGDON,D,NEAL,1594.00,607892347,NORTH COMMUNITY BANK,01/21/2013
1532367995,07/01/2013,09/30/2013,3985,PAUL,,ROSENFELD,6000.00,3463684266,HEALTH CARE SERVICE CORPORATION,10/16/2013
2904270493,04/01/2017,06/30/2017,3851,TIMOTHY,A,TAYLOR,50.00,2748181048,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO,06/30/2017
3429789799,07/01/2018,09/30/2018,4007,JOHN,J,KELLY,6000.00,2445749078,UNITED CENTER JOINT VENTURE,12/18/2018
2617780736,10/01/2016,12/31/2016,4169,MARIAH,,DIGRINO,5000.00,3702287665,HARLEM IRVING COMPANIES,01/20/2017
2736233127,04/01/2014,06/30/2014,3930,DAVID,M,DRING,5000.00,3288451627,GROWTH ENERGY,10/30/2014
4131994874,01/01/2019,03/31/2019,3744,TIMOTHY,J,DART,4000.00,3001695449,JACOBS,10/18/2019
1516439618,10/01/2012,12/31/2012,3753,LANGDON,D,NEAL,1315.00,3395359271,SONIA SHANKMAN SCHOOL CORP.,01/21/2013
3201917350,01/01/2014,03/31/2014,3753,LANGDON,D,NEAL,900.00,2894305750,BAKER DEVELOPMENT CORP.,01/06/2015
1198668104,01/01/2017,03/31/2017,10821,JAMES,R,WATSON,7500.00,3617168447,ILLINOIS PETROLEUM COUNCIL,03/31/2017
3104387503,10/01/2019,12/31/2019,14282,FRANCIS,L,ROOD,3703.00,747544725,HISPANIC HOUSING DEVELOPMENT CORPORATION,01/17/2020
3243712277,01/01/2016,03/31/2016,4226,SANFORD,M,STEIN,2500.00,4132654802,CARAHSOFT TECHNOLOGY CORP,04/20/2016
1694936089,01/01/2017,03/31/2017,3744,TIMOTHY,J,DART,4000.00,2347498305,RAI SERVICES COMPANY,12/08/2017
3289780828,01/01/2013,03/31/2013,4084,RICHARD,L,INGRAM,250.00,1722965868,CHICAGO LOOP PARKING,07/11/2013
3124483532,01/01/2018,03/31/2018,3740,MICHAEL,J,KASPER,3000.00,1888889283,SMG,10/11/2018
1573949746,10/01/2016,12/31/2016,4246,JOSEPH,P.,GATTUSO,368.00,1825322468,"COMPASS GROUP USA, INC",01/19/2017
1224884609,07/01/2014,09/30/2014,4052,CHRISTOPHER,J,DUNN,7000.00,330587223,HUMANA,10/20/2014
904100822,01/01/2013,03/31/2013,4200,GERALD,J,ROPER,375.00,2196340703,CHICAGOLAND CHAMBER OF COMMERCE,04/04/2013
2397736722,04/01/2014,06/30/2014,3809,MICHAEL,J,DILORENZO,6598.00,2482821369,WENDY'S COMPANY,07/23/2014
2710542541,04/01/2015,06/30/2015,3847,GRAHAM,C,GRADY,1000.00,2382440500,"VAN PELT, RICHARD",01/11/2016
428597018,07/01/2012,09/30/2012,4193,JOHN,F,DUNN,18000.00,2360596700,SAS INSTITUTE INC,10/19/2012
1511273331,04/01/2016,06/30/2016,3877,GYATA,M,KIMMONS,15000.00,2002240735,"WALMART STORES, INC.",09/27/2016
3067704850,04/01/2018,06/30/2018,9621,MICHAEL,,EZGUR,5000.00,2111094117,MARC REALTY,10/12/2018
4183666077,10/01/2019,12/31/2019,3744,TIMOTHY,J,DART,2500.00,1119586294,"WESTFIELD AIRPORTS, LLC",01/14/2020
1807841429,04/01/2016,06/30/2016,5861,THOMAS,S,MOORE,1000.00,2392368293,HICKORY DICKORY DOC TRUST,10/13/2016
2870361893,07/01/2016,09/30/2016,4020,JAY,D,DOHERTY,3000.00,3789895898,LAKESHORE RECYCLYING SYSTEMS,10/11/2016
3536121921,04/01/2017,06/30/2017,11942,MATTHEW,B,GOMEZ-MESQUITA,4768.00,1548555980,GENERAL GROWTH PROPERTIES,11/08/2017
2965468934,07/01/2012,09/30/2012,3847,GRAHAM,C,GRADY,2500.00,1792373385,"PITTSFIELD DEVELOPMENT, LLC",11/08/2012
3229385542,10/01/2019,12/31/2019,4055,ANN,T,MORONEY,2158.00,1925174045,"FLEET PORTFOLIO VENTURE, LLC",01/16/2020
3867306980,01/01/2012,06/30/2012,4055,ANN,T,MORONEY,10235.00,2802720693,"ANTHEUS CAPITAL, LLC",09/05/2012
2527532693,07/01/2016,09/30/2016,3925,JAMES,J,BANKS,500.00,3147769073,1200 ASHLAND LLC C/O ROBERT MOSKY,10/20/2016
2088508706,04/01/2013,06/30/2013,3995,DAVID,L,REIFMAN,5000.00,1994819379,RIVER POINT LLC,08/09/2013
1755103686,10/01/2017,12/31/2017,4155,THOMAS,J,MURPHY,5250.00,1366626382,RCN TELECOM SERVICES OF IL,04/20/2018
2088508706,04/01/2013,06/30/2013,4723,RON,,TABACZYNSKI,5000.00,497405646,BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO,07/18/2013
1336500488,01/01/2018,03/31/2018,3779,MICHAEL,,HOULIHAN,8001.00,3464080590,"TIPPERARY, LLC",04/17/2018
2152758460,04/01/2017,06/30/2017,4094,DANIELLE,,CASSEL,1500.00,3237641621,"1400 E.57TH STREET, LLC",10/10/2017
31886923,07/01/2013,09/30/2013,4257,THOMAS,P,COFFEY,10000.00,2630359112,PROVENA - RESURRECTION HEALTH NETWORK,10/18/2013
2367133402,07/01/2018,09/30/2018,3899,KEVIN,,CONLON,3750.00,3841810327,NATIONAL-LOUIS UNIVERSITY,10/19/2018
2615013130,07/01/2015,09/30/2015,4157,BRIDGET,M,O'KEEFE,128.00,1657786242,STONEWATER ONE NORTH STATE FUNDING LLC,02/12/2016
3062401834,01/01/2016,03/31/2016,3753,LANGDON,D,NEAL,500.00,4053844559,MIDDLEFORK LUXURY,01/20/2017
3366416362,04/01/2019,06/30/2019,3740,MICHAEL,J,KASPER,36000.00,4025788207,"UBER TECHNOLOGIES, INC",11/18/2019
3005633022,07/01/2017,09/30/2017,4246,JOSEPH,P.,GATTUSO,702.00,1825322468,"COMPASS GROUP USA, INC",11/30/2017
110458418,07/01/2015,09/30/2015,3837,MICHAEL,P,CIACCIO,2500.00,4051249421,TEAMSTERS JOINT COUNCIL 25,10/01/2015
1836835786,01/01/2018,03/31/2018,6842,JOHN,J,GEORGE,500.00,2555416491,GIBSONS RESTAURANT GROUP,07/23/2018
