ID,Label,Count of Contributions
5161,ANTONIO MUNOZ,1
4345,RAJEEV PATEL,1
4280,WALTER WOZNIAK,1
14121,O. KATE TRAGESSER,13
22601,RON ROLIGHED,1
18641,LAUREN LOVE-WRIGHT,1
11681,MATT GARRISON,1
6525,EMILY RAMSEY,2
20441,RAYMOND ATKINS,1
20528,FABIAN GAUNA,5
4089,JAMES RICE,2
3936,WARREN DANIELS,1
14182,MEGAN MCLEESE,1
4329,NICOLE JANES,4
16361,DAVID KAMINSKI,1
4326,JOHN WATT,2
12101,DAVID ROBERTS,1
19905,JONATHAN VIVAR,1
24201,EDWARD FETTERS,1
9802,SHARNETTE BROWN,2
22642,PAUL MORRIS,1
11541,RICHARD GRATTAN,1
5704,LAWRENCE RICHARDSON,1
4262,NEIL FLANAGAN,1
5284,GREG GOLDNER,1
11521,PETER GOELZ,1
10421,THOMAS STRUHS,1
18301,MICHELLE ROBINSON,2
18681,RONALD COPE,1
11361,HOWARD PIGGEE,1
20942,OSCAR MUNOZ,1
12261,BRIAN WYNNE,2
9881,MICHAEL ZALEWSKI,1
3983,WALTER STOCK,2
9021,RYAN CALLOWAY,1
3840,ROBERT KENNY,2
4047,MICHAEL HOWLETT,1
18341,NICOLA PALMER,1
21021,KANAV DHIR,1
14581,JOHN SLOCUM,1
14183,GEORGE ZAKEM,1
22161,ERIC LOEB,1
10582,BRADLEY ADER,2
8001,TONY ABBOUD,1
20081,TERRY HILLARD,1
3876,V. LARA DELEONE,2
12961,GERALD ALDER,5
4827,AARON ROSENBERG,1
3969,STEVE NOTARO,1
4488,TERRY CORNELL,2
5141,MISTY OPPENKOWSKI,1
24610,AMY BALLINGER-COLE,1
16741,JULIE DERRIG,1
18801,LUIS ARROYO,4
11401,JOSHUA PUDNOS,1
4032,ARI BARKAN,2
4295,MARIO BOHORQUEZ,1
20582,RICHARD GARBETT,1
11341,MARY STREETT,1
6421,DAVID LELAND,1
5061,REBECCA GEBMAN,1
4123,MITCHELL FELDMAN,1
15041,TIFFANY ELKING,1
7102,LORNA STARK,1
3883,DAVID VITE,1
3749,GERALD MORRISON,1
20344,OSCAR GUERRERO,1
3737,KENNETH SNYDER,1
23341,PATRICK SCHILLINGER,1
4035,RICHARD KOLMAN,2
4293,DAVID MEHIGAN,1
10202,HART PASSMAN,1
13561,STEPHEN BROKAW,1
9163,STANLEY STALLWORTH,1
11161,ROBERT GRECO,1
14501,DEREK BLAIDA,1
5581,BRENDAN SHILLER,1
10741,EVA-DINA DELGADO,1
4325,JOHN SCIACCOTTA,1
4642,JOHN KATTNER,2
7401,KERISSA MARKIEWICZ,2
13322,SIMON WLODARSKI,1
8801,RICHARD KURTZMAN,1
20228,PATRICK LIVERNOIS,1
3848,WILLIAM GAINER,1
3898,DENVER PRESTON,1
4187,JAMES HENN,2
4703,DAVID CUMMINS,1
24146,DOMENICO PELLEGRINI,1
22301,BRANDON BORDENKIRCHER,2
14381,DAVID PLOUFFE,1
3742,DENNIS SEXTON,1
4141,WILLIAM KNAPP,1
4105,FORREST RUSSELL,1
5621,JASON SIMMONS,1
14181,OLIVIER LAGANIERE,1
7044,FREDERICK POLLOCK,1
18823,MARIBEL ARROYO,1
6081,GREGORY FURDA,1
4188,ENDY ZEMENIDES,4
19186,ROBERT WILSON,1
19121,JOHN VALENTI,1
3828,DINSMORE & LLP,2
23823,CHRISTOPHER O'MALLEY,1
17604,C.W. CHIP SANDIFER,1
4643,DAVID BUMP,1
4191,STEPHANIE TOMBLIN,2
4046,DAVID SYLVAN,1
10701,GEORGE GEDRIMAS,1
22903,MIKE MAIORANA,1
7143,PAUL MONSON,1
3933,STEPHEN SCOFES,3
21741,FRED ZEYTOONJIAN,1
17221,PHILIP PRADA,1
15461,MICHAEL BARTOLOTTA,1
5103,RICHARD HAMILTON,1
18841,GARY LAPAILLE,1
21583,NICHOLAS CROWELL,1
22321,JONATHAN LELEU,1
13001,KATHLEEN STRAND,1
19185,ERIN WAITZ,1
4026,DAVID COHEN,1
20062,EDDY KRYGIEL,1
15301,MANUEL FLORES,1
22962,DAVID SHAPIR,1
4602,DAVID PEHLKE,1
3829,THOMAS COVERICK,1
12941,JAMES SORENG,1
9821,JAMIE HASTINGS,1
9641,LISA SPELHAUG,1
3921,LEONARD JONES,2
16221,CORY FOSTER,1
4230,THOMAS SUFFREDIN,1
4279,ANIRUDH SETH,1
15561,ANDREW KILLIAN,1
20304,JOHN WATSON,1
6901,KENNETH SAWYER,1
8381,STACY STOLL,2
6521,VICTOR CHANG,1
8901,CHARLES AGUIRRE,1
19343,MATTHEW WILLIAMS,1
11841,MAURA DOWNS,1
20041,MICHAEL MORKIN,1
20821,BENJAMIN COLEMAN,1
15481,DAVID OLSON,1
21061,LISA ELLMAN,1
4281,SHEILA O'GRADY,1
10041,BRIDGET DOUGHERTY,2
10261,STACEY THOMAS,1
4661,TIMOTHY ZEMAN,1
19182,NICOLE KLEIDON,1
19184,BRIDGET SHEEHAN,1
13341,LYNN COLE,1
9121,DEBORAH SCHWARTZ,1
23523,CURTIS HARRIS,1
16781,JAKE MILLER,1
20302,MICHAEL MCDERMOTT,2
18606,JOHN GRANBY,1
4263,JENNIFER FITZGERALD,1
21582,ANDREW HART,1
22542,BONA HEINSOHN,1
5502,JEFFREY NAGODA,1
4119,RICHARD DEVINE,1
7901,PATRICIA GARDNER YOUNG,1
4132,ALICIA MOY,1
8581,JEFFREY KAHN,1
4151,RAY KLJAJIC,2
19161,MARIA BERRIOS,1
6662,GREG CARLIN,1
9342,DAVE SEVERSON,1
14185,MICHAEL HAMILTON,1
7861,RONALD MARMER,1
20961,CHUCK ALLEN,1
19921,DANIEL LEARY,1
13741,MICHAEL O'NEIL,1
13081,TIMOTHY WILSCHETZ,1
17162,DEBRA FLORES,1
21141,DAVID CHIZEWER,1
14281,LANCE DORN,1
3880,KATHLEEN BOYLE,1
22921,ROBERT GARVIN,1
21181,MICHAEL WESCHE,1
21761,DEBORAH BEARDEN,1
20546,RONALD COPE,2
10961,JOSEPH CLAYBORNE,1
22881,MILAN PETROVIC,1
17161,JOSEPH DEVANEY,1
14881,CHRISTOPHER LEHANE,1
19341,JIM ROBINSON,1
13121,STEVEN BAUER,2
11081,PERRI HITE,1
4220,ALEXANDER RORKE,2
8261,BARRY WATERMAN,1
19741,CHAN LIEU,1
4356,CHARLES STEPHENS,1
20381,MARK HUDDLE,1
6223,MARK MACEY,1
21621,JACQUE VALLIER,1
19401,CHRISTINA LANDGRAF,1
17721,GREGORY STEADMAN,1
3810,KATHERINE LEE,1
3949,KANA WIBBENMEYER,1
5702,STEPHEN CALLAHAN,1
3918,LISA OUZOUNIAN,1
4139,CRISTAL BARON,1
10081,GERALD CALLAGHAN,1
4181,BAXTER SWILLEY,1
17842,BEN MCGARRY,1
10881,STEVEN MEROUSE,1
22123,GEORGE KREITEM,1
23924,DANIEL KOPP,1
21341,STEVEN LITTLE,1
22362,SANFORD ROBERTSON,1
3787,DAVID HENE,2
18041,JILL WOLOWITZ,1
24285,RAHUL BHARDWAJ,1
4215,KURT GABOUER,1
21601,MICHAEL WOOD,1
24281,TORREY BARRETT,1
4645,RICHARD SPILKY,1
21342,ROBERT SWEENEY,1
6141,MICHAEL ZALEWSKI,1
3736,CLINTON HANSEN,1
11181,MATTHEW SWENTKOFSKE,2
19442,MATTHEW WEXLEY,1
22022,AMY WAGGONER,1
4824,DANA BUNTING,2
20501,MICHAEL FITZPATRICK,1
22861,LEO SMITH,1
4646,DEAN NICOL,1
14062,SCOTT FOESS,1
4821,MICHAEL RILEY,1
8501,BRANDON NOWAC,1
12081,DONALD SHEA,1
9344,BRIAN FOJTIK,1
19101,AARON WINTERS,1
5104,NORMA REYES,1
22902,STEVEN MILLER,1
23181,RICHARD BAGSHAW,1
7341,SARAH OWEN,1
17661,JAMIE MORRISSEY,1
3887,JEFFREY KAHN,1
15981,DAN LOPEZ,1
13861,DOUG CASTRO,1
21381,TIM ALBORG,1
24611,NINH MA,1
21943,CESARE ANGELONI,1
4271,ERIKA HARFORD,1
6224,JEFF GERBER,1
22061,CARL WALTON JOHNSON,1
5123,GARY ENGLE,1
7521,TIMOTHY EHLERT,1
4289,CHRISTOPHER LESLIE,1
4222,JAMES TUTON,1
17421,ROBERT GIBBS,1
12582,MARYELLEN DOYLE,1
4425,LIAM KELLY,1
19641,ED PECK,1
3860,ELIZABETH MILNIKEL,1
10521,JOE HERNANDEZ,1
15921,STEVEN POALL,1
24342,KIM WALBERG,1
16881,MICHAEL ALLEGRETTI,1
19961,MARC WARREN,1
9981,JONATHAN STITT,1
16121,MELINDA CARMEN,1
4156,JULIE CONENNA,1
4828,HELEN SHILLER,1
4476,MELISSA WEBER,1
18904,MICHILLA BLAISE,1
6661,NEIL BLUHM,1
3978,LISA MCCABE,1
19862,ELIZABEH SANTIS,2
19181,MICHELLE NAKFOOR,1
20781,BRIAN SLEET,1
9061,BRIAN DANIELS,1
3778,CHRISTOPHER KOZICKI,1
12281,MICHELLE CARABALLO SHANNON,1
12102,ED CROOKS,1
21804,SARAH SILVERMAN,1
11495,LYLE CHINKIN,1
9343,DAVE SEILER,1
21842,JAMES CLAYBORNE,1
11488,GUY LOGAN,1
4093,JEFFREY WONG,1
4213,JAYWANT MASUREKAR,1
24461,VINCENT VALENTINE,1
22205,TIFFANY BLAKE,1
23642,SIELY JOSHI,1
3818,JANICE GOLDSMITH,1
20503,JOHN SPIRTOS,1
18621,LYNN COX,1
4058,ROBERT WINTER,1
10522,JOHN CHAMBERLIN,1
19683,AMY BRINK,1
20222,MATTHEW GLIBBERY,1
23661,T.J. BIRKEL,1
4128,MATTHEW HARTZOG,1
8121,WILLIAM EMMONS,1
21121,BRAD TOMER,1
4102,MIGUEL ALBA,1
20165,MATTHEW MAGNER,1
19681,NICOLE ELAM,1
22281,MANUEL FLORES,1
18661,CRAIG SILLIMAN,1
10641,CRAIG GALLER,1
11441,TOI HUTCHINSON,1
15381,ELIZABETH REYES,1
3974,TAMARA DIETRICH,1
4023,MICHAEL CASSIDY,1
25131,ALEX ZAMUDIO,1
25189,JULIAN FEDERLE,1
24309,MATTHEW DARST,1
24061,BRAD WATSON,1
24725,STEPHANIE TOMBLIN,1
24308,KASIM DOGRUYOL,1
25124,JAMES BROSNAHAN,1
25192,MICHAEL MINERVA,1
25123,SETH WEBB,1
25138,JORDAN POWELL,1
25184,JAY JACKSON,1
14361,MARY KENNEY,1
25147,JULIA LARKIN,3
25148,MANDY DRENDEL,2
25203,JENNIFER MCGOWAN-TOMKE,1
25208,LISA DUARTE,2
18401,DAVID SLOAN,1
25187,JAVIER CERVANTES,4
16742,CLAUDETTE MILLER,1
25150,ASHLEY FINLEY,1
25175,MICHAEL THOMSON,1
25226,MARK BARBATO,1
25177,RICK CORNELL,1
25212,NICHOLAS STANDIFORD,1
25201,ZHENYA POLOZOVA,1
25102,STEVE KIM,1
18141,ALVARO OBREGON,1
25186,PETER FRIEDMAN,3
24664,CHAD KROHN,1
25227,LIZ BUTLER,3
25198,SCOTT BORCHART,1
24723,JESSE KIBBEY,1
25230,STEVEN ELROD,1
25132,JUDITH GOLD,1
25172,MICHAEL WEIR,1
24177,MICHELLE JONES,1
